"","Gene_stable_ID","Comparison","logFC","PValue","Gene_name","Gene_description","Ensembl_Family_Description","Condition","Publication"
"88","ENSAMXG00000019923","Rio Choy-Control",1.027110588,0.000473563,"cyp8b2","5-beta-cholestane-3-alpha,7-alpha-diol 12-alpha-hydroxylase [Source:NCBI gene;Acc:103039627]","3 ALPHA 7 ALPHA 12 ALPHA HYDROXYLASE CYPVIIIB1 CYTOCHROME P450 8B1 STEROL 12 ALPHA HYDROXYLASE","Sleep deprivation","McGaugh_2020"
"89","ENSAMXG00000016298","Rio Choy-Control",0.880473502,0.000355111,"kdelr2b","KDEL endoplasmic reticulum protein retention receptor 2 [Source:NCBI gene;Acc:103025946]","ER LUMEN RETAINING RECEPTOR KDEL ENDOPLASMIC RETICULUM RETENTION RECEPTOR KDEL RECEPTOR","Sleep deprivation","McGaugh_2020"
"90","ENSAMXG00000009530","Rio Choy-Control",6.534824639,2.14e-06,"","","","Sleep deprivation","McGaugh_2020"
"91","ENSAMXG00000009252","Rio Choy-Control",0.850519649,0.00058159,"nt5c1bb","cytosolic 5'-nucleotidase 1A-like [Source:NCBI gene;Acc:103027514]","CYTOSOLIC 5' NUCLEOTIDASE 1B CN1B EC_3.1.3.5 AUTOIMMUNE INFERTILITY RELATED CYTOSOLIC 5' NUCLEOTIDASE IB CN IB","Sleep deprivation","McGaugh_2020"
"92","ENSAMXG00000006935","Rio Choy-Control",1.226041661,2.11e-06,"pfkfb2b","6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2 [Source:NCBI gene;Acc:103022351]","6 PHOSPHOFRUCTO 2 KINASE/FRUCTOSE 2 6 BISPHOSPHATASE 6PF 2 K/FRU 2 6 P2ASE PFK/FBPASE 6PF 2 K/FRU 2 6 P2ASE ISOZYME [INCLUDES 6 PHOSPHOFRUCTO 2 KINASE EC_2.7.1.105 ; FRUCTOSE 2 6 BISPHOSPHATASE EC_3.1.3.- 46 ]","Sleep deprivation","McGaugh_2020"
"93","ENSAMXG00000014068","Rio Choy-Control",0.930281269,4.84e-05,"tars","threonyl-tRNA synthetase [Source:NCBI gene;Acc:103026572]","THREONINE TRNA LIGASE CYTOPLASMIC EC_6.1.1.3 THREONYL TRNA SYNTHETASE THRRS","Sleep deprivation","McGaugh_2020"
"94","ENSAMXG00000015347","Rio Choy-Control",0.827546678,9.93e-06,"","","UNCHARACTERIZED","Sleep deprivation","McGaugh_2020"
"95","ENSAMXG00000018770","Rio Choy-Control",0.616916764,0.000616932,"as3mt","arsenite methyltransferase [Source:NCBI gene;Acc:103046689]","ARSENITE METHYLTRANSFERASE EC_2.1.1.137 METHYLARSONITE METHYLTRANSFERASE S ADENOSYL L METHIONINE:ARSENIC III METHYLTRANSFERASE","Sleep deprivation","McGaugh_2020"
"96","ENSAMXG00000001322","Rio Choy-Control",0.95138074,2.47e-05,"flt4","vascular endothelial growth factor receptor 3 [Source:NCBI gene;Acc:103037902]","VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR 3 PRECURSOR VEGFR 3 EC_2.7.10.1 FMS  TYROSINE KINASE 4 FLT 4 TYROSINE KINASE RECEPTOR FLT4","Sleep deprivation","McGaugh_2020"
"97","ENSAMXG00000018734","Rio Choy-Control",0.656892683,0.000372523,"cmpk","cytidine/uridine monophosphate kinase 1 [Source:NCBI gene;Acc:103043729]","UMP CMP KINASE EC_2.7.4.14 DEOXYCYTIDYLATE KINASE CK DCMP KINASE NUCLEOSIDE DIPHOSPHATE KINASE EC_2.7.4.- 6 URIDINE MONOPHOSPHATE/CYTIDINE MONOPHOSPHATE KINASE UMP/CMP KINASE UMP/CMPK","Sleep deprivation","McGaugh_2020"
"98","ENSAMXG00000010079","Rio Choy-Control",1.234218099,6.97e-05,"polr3d","RNA polymerase III subunit D [Source:NCBI gene;Acc:103044431]","DNA DIRECTED RNA POLYMERASE III SUBUNIT RPC4 RNA POLYMERASE III SUBUNIT C4 DNA DIRECTED RNA POLYMERASE III SUBUNIT D","Sleep deprivation","McGaugh_2020"
"99","ENSAMXG00000002039","Rio Choy-Control",0.89109684,0.00025431,"VMP1","vacuole membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:29559]","VACUOLE MEMBRANE 1 TRANSMEMBRANE 49","Sleep deprivation","McGaugh_2020"
"100","ENSAMXG00000020227","Rio Choy-Control",0.642569577,0.000758012,"slc7a10a","solute carrier family 7 (neutral amino acid transporter light chain, asc system), member 10a [Source:ZFIN;Acc:ZDB-GENE-080116-1]","ASC TYPE AMINO ACID TRANSPORTER 1 ASC 1 D SERINE TRANSPORTER SOLUTE CARRIER FAMILY 7 MEMBER 10","Sleep deprivation","McGaugh_2020"
"101","ENSAMXG00000004669","Rio Choy-Control",0.957610668,0.000759092,"srprb","signal recognition particle receptor, B subunit [Source:ZFIN;Acc:ZDB-GENE-040718-311]","SIGNAL RECOGNITION PARTICLE RECEPTOR SUBUNIT","Sleep deprivation","McGaugh_2020"
"102","ENSAMXG00000016659","Rio Choy-Control",0.970487336,0.000159633,"plod3 (1 of many)","procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3 [Source:ZFIN;Acc:ZDB-GENE-021031-4]","PROCOLLAGEN LYSINE 2 OXOGLUTARATE 5 DIOXYGENASE PRECURSOR EC_1.14.11.4 LYSYL HYDROXYLASE","Sleep deprivation","McGaugh_2020"
"103","ENSAMXG00000025185","Rio Choy-Control",0.782574289,0.00035154,"ugt5f1","UDP glucuronosyltransferase 5 family, polypeptide F1 [Source:ZFIN;Acc:ZDB-GENE-100406-6]","UDP GLUCURONOSYLTRANSFERASE","Sleep deprivation","McGaugh_2020"
"104","ENSAMXG00000000130","Rio Choy-Control",1.018758359,0.000475522,"hccsb","holocytochrome c synthase b [Source:ZFIN;Acc:ZDB-GENE-000607-78]","CYTOCHROME C HEME LYASE CCHL EC_4.4.1.17 HOLOCYTOCHROME C SYNTHASE","Sleep deprivation","McGaugh_2020"
"105","ENSAMXG00000020358","Rio Choy-Control",6.917080268,9.28e-06,"","","","Sleep deprivation","McGaugh_2020"
"106","ENSAMXG00000013943","Rio Choy-Control",1.069914907,0.000560812,"slc7a10b","asc-type amino acid transporter 1-like [Source:NCBI gene;Acc:103033048]","ASC TYPE AMINO ACID TRANSPORTER 1 ASC 1 D SERINE TRANSPORTER SOLUTE CARRIER FAMILY 7 MEMBER 10","Sleep deprivation","McGaugh_2020"
"107","ENSAMXG00000008808","Rio Choy-Control",0.56784296,0.000522502,"aco2","aconitate hydratase, mitochondrial [Source:NCBI gene;Acc:103029821]","ACONITATE HYDRATASE MITOCHONDRIAL PRECURSOR ACONITASE EC_4.2.1.3 CITRATE HYDRO LYASE","Sleep deprivation","McGaugh_2020"
"108","ENSAMXG00000012158","Rio Choy-Control",0.639304567,0.000214392,"slc38a2","solute carrier family 38 member 2 [Source:NCBI gene;Acc:103028401]","SODIUM COUPLED NEUTRAL AMINO ACID TRANSPORTER 2 AMINO ACID TRANSPORTER A2 SOLUTE CARRIER FAMILY 38 MEMBER 2 SYSTEM A AMINO ACID TRANSPORTER 2 SYSTEM A TRANSPORTER 1 SYSTEM N AMINO ACID TRANSPORTER 2","Sleep deprivation","McGaugh_2020"
"109","ENSAMXG00000016535","Rio Choy-Control",1.068421427,2.37e-05,"upk1a","uroplakin 1a [Source:ZFIN;Acc:ZDB-GENE-060421-2603]","UROPLAKIN 1A UP1A UROPLAKIN IA UPIA","Sleep deprivation","McGaugh_2020"
"110","ENSAMXG00000012497","Rio Choy-Control",0.652009501,0.000682,"endog","endonuclease G [Source:NCBI gene;Acc:103041659]","ENDONUCLEASE G MITOCHONDRIAL PRECURSOR ENDO G EC_3.1.30.-","Sleep deprivation","McGaugh_2020"
"111","ENSAMXG00000009451","Rio Choy-Control",1.216231323,5.89e-05,"vwa11 (1 of many)","von Willebrand factor A domain containing 11 [Source:ZFIN;Acc:ZDB-GENE-141211-58]","VON WILLEBRAND FACTOR A DOMAIN CONTAINING 7 PRECURSOR G7C","Sleep deprivation","McGaugh_2020"
"112","ENSAMXG00000005442","Rio Choy-Control",1.065778247,0.000621127,"ppat","phosphoribosyl pyrophosphate amidotransferase [Source:ZFIN;Acc:ZDB-GENE-041210-323]","AMIDOPHOSPHORIBOSYLTRANSFERASE PRECURSOR ATASE EC_2.4.2.14 GLUTAMINE PHOSPHORIBOSYLPYROPHOSPHATE AMIDOTRANSFERASE GPAT","Sleep deprivation","McGaugh_2020"
"113","ENSAMXG00000020398","Rio Choy-Control",0.735254759,0.00020634,"pycr1b","pyrroline-5-carboxylate reductase 1, mitochondrial [Source:NCBI gene;Acc:103031810]","PYRROLINE 5 CARBOXYLATE REDUCTASE P5C REDUCTASE P5CR EC_1.5.1.2","Sleep deprivation","McGaugh_2020"
"114","ENSAMXG00000016147","Rio Choy-Control",1.156838468,1.04e-05,"si:ch73-86n18.1","galactose-specific lectin nattectin-like [Source:NCBI gene;Acc:103037217]","C TYPE LECTIN DOMAIN FAMILY 4 MEMBER F C TYPE LECTIN SUPERFAMILY MEMBER 13 C TYPE LECTIN 13 KUPFFER CELL RECEPTOR","Sleep deprivation","McGaugh_2020"
"115","ENSAMXG00000011803","Rio Choy-Control",0.76419791,0.000281951,"abcf1","ATP-binding cassette, sub-family F (GCN20), member 1 [Source:ZFIN;Acc:ZDB-GENE-050517-31]","ATP BINDING CASSETTE SUB FAMILY F MEMBER 1 ATP BINDING CASSETTE 50","Sleep deprivation","McGaugh_2020"
"116","ENSAMXG00000007090","Rio Choy-Control",0.81479637,0.000544757,"YBX2","Y-box-binding protein 2-A-like [Source:NCBI gene;Acc:103036193]","Y BOX BINDING 2 CYTOPLASMIC RNA BINDING FROG Y BOX 2 MESSENGER RIBONUCLEOPROTEIN PARTICLE","Sleep deprivation","McGaugh_2020"
"117","ENSAMXG00000002498","Rio Choy-Control",6.811625833,8.71e-05,"si:ch211-157c3.4","si:ch211-157c3.4 [Source:ZFIN;Acc:ZDB-GENE-030131-8454]","LIPOPOLYSACCHARIDE INDUCED TUMOR NECROSIS FACTOR ALPHA FACTOR HOMOLOG LPS INDUCED TNF ALPHA FACTOR HOMOLOG","Sleep deprivation","McGaugh_2020"
"118","ENSAMXG00000017558","Rio Choy-Control",0.922180625,0.000229229,"CHCHD5","coiled-coil-helix-coiled-coil-helix domain containing 5 [Source:NCBI gene;Acc:103035235]","COILED COIL HELIX COILED COIL HELIX DOMAIN CONTAINING 5","Sleep deprivation","McGaugh_2020"
"119","ENSAMXG00000009607","Rio Choy-Control",2.062336364,1.09e-08,"apoa4a","apolipoprotein A-I-like [Source:NCBI gene;Acc:103037662]","APOLIPOPROTEIN A I PRECURSOR APO AI APOA I APOLIPOPROTEIN A1 [CONTAINS PROAPOLIPOPROTEIN A I PROAPOA I","Sleep deprivation","McGaugh_2020"
"120","ENSAMXG00000008241","Rio Choy-Control",0.631466055,0.000447511,"atl3","atlastin-3-like [Source:NCBI gene;Acc:103047852]","ATLASTIN 3 EC_3.6.5.-","Sleep deprivation","McGaugh_2020"
"121","ENSAMXG00000013540","Rio Choy-Control",0.816130051,0.000426793,"","","DEVELOPMENTALLY REGULATED GTP BINDING DRG","Sleep deprivation","McGaugh_2020"
"122","ENSAMXG00000011372","Rio Choy-Control",0.567134021,0.000726125,"ap1m3","AP-1 complex subunit mu-1-like [Source:NCBI gene;Acc:103032504]","ADAPTOR RELATED COMPLEX 1 MU 3 SUBUNIT","Sleep deprivation","McGaugh_2020"
"123","ENSAMXG00000007318","Rio Choy-Control",1.244023182,0.000109049,"washc3","WASH complex subunit 3 [Source:NCBI gene;Acc:103031856]","WASH COMPLEX SUBUNIT 3 COILED COIL DOMAIN CONTAINING 53","Sleep deprivation","McGaugh_2020"
"124","ENSAMXG00000013951","Rio Choy-Control",1.160236621,1.51e-05,"PDIA6","protein disulfide-isomerase A6 [Source:NCBI gene;Acc:103027650]","DISULFIDE ISOMERASE A6 PRECURSOR EC_5.3.4.1","Sleep deprivation","McGaugh_2020"
"125","ENSAMXG00000006609","Rio Choy-Control",-1.774972647,0.000342893,"agmo","alkylglycerol monooxygenase [Source:ZFIN;Acc:ZDB-GENE-040426-2207]","ALKYLGLYCEROL MONOOXYGENASE EC_1.14.16.5 TRANSMEMBRANE 195","Sleep deprivation","McGaugh_2020"
"126","ENSAMXG00000005129","Rio Choy-Control",-1.251108162,0.000106594,"","","CLASS I HISTOCOMPATIBILITY ANTIGEN ALPHA CHAIN PRECURSOR MHC CLASS I ANTIGEN","Sleep deprivation","McGaugh_2020"
"127","ENSAMXG00000016444","Rio Choy-Control",-7.005273204,1.78e-05,"","hemoglobin subunit alpha [Source:NCBI gene;Acc:103026054]","HEMOGLOBIN SUBUNIT ALPHA ALPHA GLOBIN HEMOGLOBIN ALPHA CHAIN","Sleep deprivation","McGaugh_2020"
"128","ENSAMXG00000019280","Rio Choy-Control",-2.340499725,0.000415136,"ddr2b","discoidin domain receptor tyrosine kinase 2b [Source:ZFIN;Acc:ZDB-GENE-060503-361]","EPITHELIAL DISCOIDIN DOMAIN CONTAINING RECEPTOR 1 PRECURSOR EPITHELIAL DISCOIDIN DOMAIN RECEPTOR 1 EC_2.7.10.1 CD167 ANTIGEN  FAMILY MEMBER A CELL ADHESION KINASE DISCOIDIN RECEPTOR TYROSINE KINASE TYROSINE KINASE TYROSINE KINASE DDR TYROSINE KINASE CAK CD167A ANTIGEN","Sleep deprivation","McGaugh_2020"
"129","ENSAMXG00000021444","Rio Choy-Control",-1.328506296,0.000458253,"lgmn","legumain [Source:ZFIN;Acc:ZDB-GENE-021030-1]","LEGUMAIN PRECURSOR EC_3.4.22.34 ASPARAGINYL ENDOPEPTIDASE PROTEASE CYSTEINE 1","Sleep deprivation","McGaugh_2020"
"130","ENSAMXG00000016405","Rio Choy-Control",-3.762240557,0.000397744,"","","ALPHA N ACETYLGALACTOSAMINIDE ALPHA 2 6 SIALYLTRANSFERASE 1 EC_2.4.99.3 GALNAC ALPHA 2 6 SIALYLTRANSFERASE I ST6GALNAC I ST6GALNACI SIALYLTRANSFERASE 7A SIAT7 A","Sleep deprivation","McGaugh_2020"
"131","ENSAMXG00000002238","Rio Choy-Control",-1.01148505,2.55e-05,"slc22a13b","solute carrier family 22 member 13b [Source:ZFIN;Acc:ZDB-GENE-061013-532]","SOLUTE CARRIER FAMILY 22 MEMBER 13 ORGANIC CATION TRANSPORTER  3 ORCTL 3","Sleep deprivation","McGaugh_2020"
"132","ENSAMXG00000019791","Rio Choy-Control",-8.877210203,0.000447612,"","","CHYMOSIN PRECURSOR EC_3.4.23.4","Sleep deprivation","McGaugh_2020"
"133","ENSAMXG00000010906","Rio Choy-Control",-0.818140608,0.000765753,"gm2a","GM2 ganglioside activator [Source:NCBI gene;Acc:103029073]","GANGLIOSIDE GM2 ACTIVATOR PRECURSOR CEREBROSIDE SULFATE ACTIVATOR GM2 AP SPHINGOLIPID ACTIVATOR 3 SAP 3","Sleep deprivation","McGaugh_2020"
"134","ENSAMXG00000007743","Rio Choy-Control",-10.93792651,5.8e-05,"","","PEPSIN PRECURSOR EC_3.4.23.1","Sleep deprivation","McGaugh_2020"
"135","ENSAMXG00000012331","Rio Choy-Control",-1.274384391,0.000335408,"tbcelb","tubulin-specific chaperone cofactor E-like protein [Source:NCBI gene;Acc:103043446]","TUBULIN SPECIFIC CHAPERONE E TUBULIN FOLDING COFACTOR E","Sleep deprivation","McGaugh_2020"
"136","ENSAMXG00000024841","Rio Choy-Control",-1.203541956,0.000636227,"nupr1a","nuclear protein 1a [Source:ZFIN;Acc:ZDB-GENE-070705-255]","NUCLEAR TRANSCRIPTIONAL REGULATOR 1","Sleep deprivation","McGaugh_2020"
"137","ENSAMXG00000026303","Rio Choy-Control",-4.323529128,0.000513558,"","","RETROVIRUS RELATED POL POLYPROTEIN FROM TRANSPOSON PROTEASE EC_3.4.23.- ; REVERSE TRANSCRIPTASE EC_2.7.7.49 ; ENDONUCLEASE]","Sleep deprivation","McGaugh_2020"
"138","ENSAMXG00000007744","Rio Choy-Control",-7.718716957,2.29e-05,"","","PEPSIN PRECURSOR EC_3.4.23.1","Sleep deprivation","McGaugh_2020"
"139","ENSAMXG00000026467","Rio Choy-Control",-1.510920179,0.000538321,"OLFML1","olfactomedin like 1 [Source:HGNC Symbol;Acc:HGNC:24473]","OLFACTOMEDIN  1 PRECURSOR","Sleep deprivation","McGaugh_2020"
"140","ENSAMXG00000013773","Rio Choy-Control",-1.586800006,0.000540989,"","","AMBIGUOUS","Sleep deprivation","McGaugh_2020"
"141","ENSAMXG00000010317","Rio Choy-Control",-1.413794483,3.55e-07,"ankrd16","ankyrin repeat domain 16 [Source:NCBI gene;Acc:103023190]","ANKYRIN REPEAT AND SOCS BOX 1 ASB 1","Sleep deprivation","McGaugh_2020"
"142","ENSAMXG00000002670","Rio Choy-Control",-2.278392842,3.54e-05,"","","AMBIGUOUS","Sleep deprivation","McGaugh_2020"
"143","ENSAMXG00000024626","Rio Choy-Control",-5.606379401,6.25e-06,"","","","Sleep deprivation","McGaugh_2020"
"144","ENSAMXG00000025204","Rio Choy-Control",-1.383577614,1.29e-05,"prr15lb","proline rich 15 like [Source:NCBI gene;Acc:103043575]","PROLINE RICH 15","Sleep deprivation","McGaugh_2020"
"145","ENSAMXG00000010216","Rio Choy-Control",-6.313586167,3.13e-05,"TRIM50","tripartite motif containing 50 [Source:NCBI gene;Acc:103044686]","E3 UBIQUITIN LIGASE TRIM50 EC_2.3.2.27 RING TYPE E3 UBIQUITIN TRANSFERASE TRIM50 TRIPARTITE MOTIF CONTAINING 50","Sleep deprivation","McGaugh_2020"
"146","ENSAMXG00000016968","Rio Choy-Control",-4.87687358,0.000391269,"","","UNCHARACTERIZED","Sleep deprivation","McGaugh_2020"
"147","ENSAMXG00000018328","Rio Choy-Control",-11.13107555,9.84e-06,"","","ACIDIC MAMMALIAN CHITINASE PRECURSOR AMCASE EC_3.2.1.14","Sleep deprivation","McGaugh_2020"
"148","ENSAMXG00000004261","Rio Choy-Control",-1.254182114,0.000364466,"slc3a1","solute carrier family 3 member 1 [Source:NCBI gene;Acc:103025210]","NEUTRAL AND BASIC AMINO ACID TRANSPORT RBAT SOLUTE CARRIER FAMILY 3 MEMBER 1 B 0 + TYPE AMINO ACID TRANSPORT","Sleep deprivation","McGaugh_2020"
"149","ENSAMXG00000025424","Rio Choy-Control",-3.199432982,0.000358261,"","gap junction beta-4 protein-like [Source:NCBI gene;Acc:103026708]","GAP JUNCTION CONNEXIN","Sleep deprivation","McGaugh_2020"
"150","ENSAMXG00000010074","Rio Choy-Control",-1.163512497,3.89e-05,"mep1a.2","meprin A subunit alpha [Source:NCBI gene;Acc:103025777]","MEPRIN A SUBUNIT BETA PRECURSOR EC_3.4.24.63 ENDOPEPTIDASE 2 MEPRIN B","Sleep deprivation","McGaugh_2020"
"151","ENSAMXG00000014602","Rio Choy-Control",-4.646852571,3.81e-05,"si:ch1073-13h15.3","si:ch1073-13h15.3 [Source:ZFIN;Acc:ZDB-GENE-121214-245]","ALL TRANS RETINOL 13 14 REDUCTASE","Sleep deprivation","McGaugh_2020"
"152","ENSAMXG00000012522","Rio Choy-Control",-5.383370533,1.46e-06,"","","CLASS I HISTOCOMPATIBILITY ANTIGEN ALPHA CHAIN PRECURSOR MHC CLASS I ANTIGEN","Sleep deprivation","McGaugh_2020"
"153","ENSAMXG00000007189","Rio Choy-Control",-9.038405492,0.000398055,"","acidic mammalian chitinase [Source:NCBI gene;Acc:103031188]","ACIDIC MAMMALIAN CHITINASE PRECURSOR AMCASE EC_3.2.1.14","Sleep deprivation","McGaugh_2020"
"154","ENSAMXG00000001638","Rio Choy-Control",-6.599359925,7.17e-05,"","","ROUNDABOUT HOMOLOG 1 PRECURSOR","Sleep deprivation","McGaugh_2020"
"155","ENSAMXG00000014586","Rio Choy-Control",-1.278876393,0.000491244,"slc10a2","solute carrier family 10 member 2 [Source:NCBI gene;Acc:103029770]","SODIUM/BILE ACID COTRANSPORTER NA + /BILE ACID COTRANSPORTER SOLUTE CARRIER FAMILY 10 MEMBER","Sleep deprivation","McGaugh_2020"
"156","ENSAMXG00000000734","Rio Choy-Control",-1.10961754,0.000295561,"mafba","transcription factor MafB-like [Source:NCBI gene;Acc:103028305]","TRANSCRIPTION FACTOR MAFB MAF B V MAF MUSCULOAPONEUROTIC FIBROSARCOMA ONCOGENE HOMOLOG B","Sleep deprivation","McGaugh_2020"
"157","ENSAMXG00000009735","Rio Choy-Control",-7.530935005,4.24e-05,"","","AMBIGUOUS","Sleep deprivation","McGaugh_2020"
"158","ENSAMXG00000019718","Rio Choy-Control",-6.949123516,0.000417855,"","","AMBIGUOUS","Sleep deprivation","McGaugh_2020"
"159","ENSAMXG00000016451","Rio Choy-Control",-8.410911305,2.86e-06,"","","HEMOGLOBIN SUBUNIT ALPHA ALPHA GLOBIN HEMOGLOBIN ALPHA CHAIN","Sleep deprivation","McGaugh_2020"
"160","ENSAMXG00000002200","Rio Choy-Control",-6.546070282,0.000441232,"si:ch73-15b2.5","rho guanine nucleotide exchange factor 19-like [Source:NCBI gene;Acc:103031953]","GUANINE NUCLEOTIDE EXCHANGE FACTOR","Sleep deprivation","McGaugh_2020"
"161","ENSAMXG00000009188","Rio Choy-Control",-1.122384438,0.000331831,"si:ch73-40a17.3","si:ch73-40a17.3 [Source:ZFIN;Acc:ZDB-GENE-030131-5797]","MEPRIN A SUBUNIT BETA PRECURSOR EC_3.4.24.63 ENDOPEPTIDASE 2 MEPRIN B","Sleep deprivation","McGaugh_2020"
"162","ENSAMXG00000014922","Rio Choy-Control",-0.504159957,0.000697132,"wnt5a","Wnt family member 5A [Source:NCBI gene;Acc:103037231]","WNT 5A","Sleep deprivation","McGaugh_2020"
"163","ENSAMXG00000017843","Rio Choy-Control",-1.307379809,0.000457743,"asb10","ankyrin repeat and SOCS box containing 10 [Source:NCBI gene;Acc:103023102]","ANKYRIN REPEAT AND SOCS BOX 10 ASB 10","Sleep deprivation","McGaugh_2020"
"164","ENSAMXG00000016459","Rio Choy-Control",-8.208090987,2.19e-06,"","hemoglobin subunit beta-1-like [Source:NCBI gene;Acc:103024719]","HEMOGLOBIN SUBUNIT BETA BETA GLOBIN HEMOGLOBIN BETA CHAIN","Sleep deprivation","McGaugh_2020"
"165","ENSAMXG00000026078","Rio Choy-Control",-1.500111551,6.87e-06,"rnasel3","ribonuclease like 3 [Source:ZFIN;Acc:ZDB-GENE-050809-5]","RIBONUCLEASE 4 PRECURSOR RNASE 4 EC_3.1.27.-","Sleep deprivation","McGaugh_2020"
"166","ENSAMXG00000005395","Rio Choy-Control",-1.598061743,0.000380792,"CYP2J2 (1 of many)","cytochrome P450 2J2-like [Source:NCBI gene;Acc:103037239]","CYTOCHROME P450 EC_1.14.14.1 ARACHIDONIC ACID EPOXYGENASE","Sleep deprivation","McGaugh_2020"
"167","ENSAMXG00000016332","Rio Choy-Control",-1.378716385,0.000349686,"arsia","arylsulfatase I-like [Source:NCBI gene;Acc:103039297]","ARYLSULFATASE I PRECURSOR ASI EC_3.1.6.-","Sleep deprivation","McGaugh_2020"
"168","ENSAMXG00000015056","Rio Choy-Control",-1.124038396,3.61e-05,"","","PHOSPHOLIPASE B  PRECURSOR EC_3.1.1.- LAMA  LAMINA ANCESTOR HOMOLOG","Sleep deprivation","McGaugh_2020"
"169","ENSAMXG00000007114","Rio Choy-Control",-1.861310054,0.000534053,"cbln17 (1 of many)","complement C1q-like protein 2 [Source:NCBI gene;Acc:103034092]","COMPLEMENT C1Q","Sleep deprivation","McGaugh_2020"
"170","ENSAMXG00000016437","Rio Choy-Control",-7.318861911,1.26e-06,"","hemoglobin subunit beta-like [Source:NCBI gene;Acc:103025741]","HEMOGLOBIN SUBUNIT BETA BETA GLOBIN HEMOGLOBIN BETA CHAIN","Sleep deprivation","McGaugh_2020"
"171","ENSAMXG00000012956","Rio Choy-Control",-9.786608917,0.000390572,"","progastricsin [Source:NCBI gene;Acc:103027414]","AMBIGUOUS","Sleep deprivation","McGaugh_2020"
"172","ENSAMXG00000006102","Rio Choy-Control",-5.066516562,0.000555526,"cldn18","claudin-18-like [Source:NCBI gene;Acc:103039897]","CLAUDIN 18","Sleep deprivation","McGaugh_2020"
"173","ENSAMXG00000005642","Rio Choy-Control",-8.683043903,1.12e-05,"","","UNCHARACTERIZED","Sleep deprivation","McGaugh_2020"
"174","ENSAMXG00000015445","Rio Choy-Control",-0.623408022,0.000708321,"fzd10","frizzled class receptor 10 [Source:ZFIN;Acc:ZDB-GENE-990415-220]","FRIZZLED 10 PRECURSOR FZ","Sleep deprivation","McGaugh_2020"
"175","ENSAMXG00000015831","Rio Choy-Control",-3.362694765,3.21e-05,"","","AMBIGUOUS","Sleep deprivation","McGaugh_2020"
"176","ENSAMXG00000013203","Rio Choy-Control",-1.535317711,0.000309271,"aldh2.2","aldehyde dehydrogenase 2 family member, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-030326-5]","ALDEHYDE DEHYDROGENASE MITOCHONDRIAL EC_1.2.1.3 ALDH CLASS 2 ALDH E2","Sleep deprivation","McGaugh_2020"
"177","ENSAMXG00000011774","Rio Choy-Control",-0.529400785,0.000270084,"tmem64","transmembrane protein 64 [Source:NCBI gene;Acc:103040848]","GOLGI APPARATUS MEMBRANE TVP38","Sleep deprivation","McGaugh_2020"
"178","ENSAMXG00000024536","Rio Choy-Control",-1.004176774,0.000277253,"nek2","NIMA related kinase 2 [Source:NCBI gene;Acc:103024375]","SERINE/THREONINE KINASE NEK2 EC_2.7.11.1 NEVER IN MITOSIS A RELATED KINASE 2 NIMA RELATED KINASE 2","Sleep deprivation","McGaugh_2020"
"179","ENSAMXG00000000221","Rio Choy-Control",-0.847161115,0.000760638,"grhl2a","grainyhead-like protein 2 homolog [Source:NCBI gene;Acc:103043416]","GRAINYHEAD  2 HOMOLOG BROTHER OF MAMMALIAN GRAINYHEAD TRANSCRIPTION FACTOR CP2  3","Sleep deprivation","McGaugh_2020"
"180","ENSAMXG00000019503","Rio Choy-Control",-4.189618155,0.000492121,"","","GTPASE IMAP FAMILY MEMBER","Sleep deprivation","McGaugh_2020"
"181","ENSAMXG00000007147","Rio Choy-Control",-1.009879777,0.000736386,"","","BUTYROPHILIN SUBFAMILY MEMBER","Sleep deprivation","McGaugh_2020"
"182","ENSAMXG00000016482","Rio Choy-Control",-0.981700699,0.0004541,"pgghg","protein-glucosylgalactosylhydroxylysine glucosidase [Source:NCBI gene;Acc:103031131]","ACID TREHALASE PRECURSOR EC_3.2.1.28 ALPHA ALPHA TREHALASE ALPHA ALPHA TREHALOSE GLUCOHYDROLASE","Sleep deprivation","McGaugh_2020"
"183","ENSAMXG00000012902","Rio Choy-Control",-1.851992166,5.8e-08,"si:rp71-17i16.5","si:rp71-17i16.5 [Source:ZFIN;Acc:ZDB-GENE-090312-117]","SI:RP71 17I16 5","Sleep deprivation","McGaugh_2020"
"184","ENSAMXG00000028849","Rio Choy-Control",-3.226816077,1.32e-05,"","","","Sleep deprivation","McGaugh_2020"
"185","ENSAMXG00000017889","Rio Choy-Control",-0.784422222,0.000581979,"sema7a","semaphorin 7A (John Milton Hagen blood group) [Source:NCBI gene;Acc:103022767]","SEMAPHORIN 7A PRECURSOR SEMAPHORIN K1 SEMA K1 SEMAPHORIN L SEMA L CD108 ANTIGEN","Sleep deprivation","McGaugh_2020"
