Stable_Gene_ID,Gene_Name,Gene_Description,GO_Terms,Pi_Tinaja,Pi_RioChoy,Pi_Molino,Pi_Pachon,Pi_Rascon,Dxy_RioChoy:Molino,Dxy_Rascon:Pachon,Dxy_Rascon:Tinaja,Fst_Rascon:Tinaja,Fst_Pachon:Rascon,Fst_RioChoy:Molino,Fst_RioChoy:Pachon,Fst_RioChoy:Tinaja,Dxy_RioChoy:Pachon,Dxy_RioChoy:Tinaja,TajimasD_Molino,TajimasD_RioChoy,TajimasD_Pachon,TajimasD_Tinaja,TajimasD_Rascon,Fst_Rascon:Molino,Dxy_Rascon:Molino
ENSAMXG00000019193,neo1b,neogenin 1b [Source:ZFIN;Acc:ZDB-GENE-131121-320],protein binding;integral component of membrane;membrane,0.000552193,0.001944322,0,0.000168027,0.001895787,0.001707416,0.002914634,0.002061992,0.229196028,0.360067813,0.195219368,0.271922953,0.173285968,0.002745582,0.002113856,NA,NA,NA,NA,NA,0.252865894,0.002093496
ENSAMXG00000003213,fam160b1,"family with sequence similarity 160, member B1 [Source:ZFIN;Acc:ZDB-GENE-070424-63]",NA,0.000784732,0.001354663,0.000415121,0.000225225,0.001112477,0.001468482,0.002057057,0.001092342,0.102196508,0.290938521,0.249109079,0.217739804,0.135837992,0.002061436,0.001742367,-0.622521,-1.35042,-1.97429,NA,-1.33969,0.289233794,0.002364865
ENSAMXG00000012519,PKN2 (2 of 2),protein kinase N2 [Source:HGNC Symbol;Acc:HGNC:9406],protein binding;protein tyrosine kinase activity;phosphorylation;kinase activity;protein serine/threonine kinase activity;nucleotide binding;protein phosphorylation;protein kinase activity;transferase activity;ATP binding;signal transduction,0.000655425,0.001398171,0.000626612,0.000531523,0.001271673,0.001486873,0.001546685,0.001634823,0.285270918,0.232406315,0.304296875,0.464348975,0.413394876,0.002892452,0.002975852,NA,NA,NA,NA,NA,0.295561007,0.002113424
ENSAMXG00000001588,kcnma1a,"potassium large conductance calcium-activated channel, subfamily M, alpha member 1a [Source:ZFIN;Acc:ZDB-GENE-070202-9]",calcium-activated potassium channel activity;potassium channel activity;ion channel activity;potassium ion transmembrane transport;potassium ion transport;transmembrane transport;ion transport;transport;integral component of membrane;membrane;response to auditory stimulus,0.0000545,0.000499011,0.000128852,0.0000272,0.000280737,0.000757969,0.00024069,0.000254314,0.18708245,0.18708245,0.29482775,0.185377583,0.185377583,0.000438995,0.000452619,NA,NA,NA,NA,NA,0.422040867,0.001113706
ENSAMXG00000002174,pcdh15a,protocadherin-related 15a [Source:ZFIN;Acc:ZDB-GENE-030616-3],homophilic cell adhesion via plasma membrane adhesion molecules;cell adhesion;calcium ion binding;plasma membrane;integral component of membrane;membrane,0.000718412,0.001695715,0.0000367,0.000221058,0.001070659,0.002238346,0.001782574,0.001369867,0.171188268,0.286398591,0.291754221,0.265549767,0.216257709,0.002717805,0.002480861,NA,NA,NA,NA,NA,0.327211266,0.002204903
ENSAMXG00000013341,NA,NA,cysteine-type peptidase activity;ubiquitinyl hydrolase activity;protein deubiquitination;ubiquitin-dependent protein catabolic process;hydrolase activity;peptidase activity;proteolysis,0,0.000264257,0,0,0,0.000149745,0,0,NA,NA,0.125,0.135363,0.125,0.000149745,0.000149745,NA,0,NA,NA,NA,NA,0
ENSAMXG00000013345,rasl11a,"RAS-like, family 11, member A [Source:ZFIN;Acc:ZDB-GENE-050417-384]",protein transport;small GTPase mediated signal transduction;intracellular;nucleotide binding;GTP binding;signal transduction;membrane,0,0.002536285,0.000564193,0.000132626,0.000442088,0.001582149,0.001392573,0.00132626,0.48436655,0.4892593,0.174860033,0.205832388,0.227689788,0.001812555,0.001805187,1.20903,0.972538,0,NA,-1.45138,0.535301367,0.002287148
ENSAMXG00000017614,slc8a4b,"solute carrier family 8 (sodium/calcium exchanger), member 4b [Source:ZFIN;Acc:ZDB-GENE-050809-103]",calcium:sodium antiporter activity;sodium ion transmembrane transport;calcium ion transport;cell communication;transmembrane transport;integral component of membrane;membrane,0.000638519,0.001133466,0.000247115,0.000322975,0.00101859,0.001278443,0.002338327,0.002693541,0.480657707,0.504864267,0.256319829,0.563773523,0.518736775,0.004985677,0.005187908,-0.619957,-1.69445,-2.04091,-1.88727,-0.65041,0.613084943,0.00483853
ENSAMXG00000018123,NWD2,NACHT and WD repeat domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29229],protein binding,0.000258913,0.000310185,0,0.0000397,0.000565737,0.000540552,0.000531281,0.000642723,0.206081408,0.225207636,0.375612667,0.271466292,0.260476954,0.000741329,0.000840614,NA,-1.42812,-1.51284,-1.67304,-0.907015,0.374105686,0.001092354
ENSAMXG00000018132,zgc:194930,zgc:194930 [Source:ZFIN;Acc:ZDB-GENE-081022-166],mitotic sister chromatid segregation,0,0.001792667,0,0.000248654,0.000660503,0.002697579,0.000462351,0.000330251,0.0465116,0.043249767,0.3920455,0.022598066,0.055572023,0.001122776,0.001093613,NA,-1.11572,0,NA,-1.62929,0.42203566,0.002972259
ENSAMXG00000018969,pcdh7b,protocadherin 7b [Source:ZFIN;Acc:ZDB-GENE-081104-299],homophilic cell adhesion via plasma membrane adhesion molecules;cell adhesion;calcium ion binding;plasma membrane;integral component of membrane;membrane,0.0000299,0.000988591,0,0.0000896,0.000846921,0.000912651,0.001121007,0.001090295,0.395551311,0.395044756,0.285661325,0.122163051,0.105607826,0.000649642,0.000622262,NA,-0.469404,-1.72331,0,-0.303283,0.379068178,0.001074939
ENSAMXG00000013856,wwox,WW domain containing oxidoreductase [Source:ZFIN;Acc:ZDB-GENE-040426-858],"protein binding;metabolic process;oxidation-reduction process;oxidoreductase activity;response to estrogen;transcription from RNA polymerase II promoter;cellular calcium ion homeostasis;estrogen receptor activity;RNA polymerase II transcription factor activity, estrogen-activated sequence-specific DNA binding;steroid hormone binding",0.001196401,0.00056183,0,0,0.000924814,0.00127348,0.000508647,0.000966429,0.12185456,0.09827295,0.402777767,0.11588405,0.217087025,0.00031837,0.001177969,NA,0.0283896,NA,0.321344,-1.10317,0.091744075,0.000508647
ENSAMXG00000013999,RAB19 (1 of 2),"RAB19, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:19982]",nucleocytoplasmic transport;intracellular protein transport;protein transport;GTPase activity;small GTPase mediated signal transduction;intracellular;nucleotide binding;GTP binding;signal transduction;membrane,0,0.001267258,0,0,0.000499751,0.003383725,0.00149925,0.00149925,0.4892593,0.4892593,0.521591833,0.260705328,0.260705328,0.002217641,0.002217641,NA,-0.829279,NA,NA,-1.45138,0.6547247,0.002998501
ENSAMXG00000014019,cecr5,"cat eye syndrome chromosome region, candidate 5 [Source:ZFIN;Acc:ZDB-GENE-080220-59]",NA,0.000149701,0.000440296,0,0,0.000601071,0.004740519,0.003056387,0.002314122,0.57391324,0.571653971,0.879464286,0.647826735,0.597516269,0.003992016,0.003318363,NA,-0.902723,NA,-1.51284,-1.38479,0.25184046,0.001060379
ENSAMXG00000014807,RFX7 (1 of 2),"regulatory factor X, 7 [Source:HGNC Symbol;Acc:HGNC:25777]","DNA binding;regulation of transcription, DNA-templated",0.000703312,0.000955761,0.0000243,0,0.000446899,0.000710939,0.001329109,0.001246976,0.310721371,0.549041809,0.194024378,0.387096523,0.298645902,0.002067359,0.001970255,0,-0.815094,NA,0.493045,-1.57279,0.518428606,0.001887457
ENSAMXG00000007281,si:dkey-175m17.7,si:dkey-175m17.7 [Source:ZFIN;Acc:ZDB-GENE-091204-18],MAP kinase tyrosine/serine/threonine phosphatase activity;protein tyrosine/serine/threonine phosphatase activity;inactivation of MAPK activity;peptidyl-tyrosine dephosphorylation;phosphatase activity;protein tyrosine phosphatase activity;dephosphorylation;protein dephosphorylation;hydrolase activity,0.000256596,0.001053061,0.0000414,0,0.000328274,0.001497551,0.00099614,0.000398456,0.1514568,0.52672934,0.392715513,0.518374347,0.353911984,0.002251065,0.001655605,NA,NA,NA,NA,NA,0.726116578,0.002469597
ENSAMXG00000007367,esrra,estrogen-related receptor alpha [Source:ZFIN;Acc:ZDB-GENE-990415-68],"steroid binding;steroid hormone mediated signaling pathway;steroid hormone receptor activity;transcription, DNA-templated;transcription factor activity, sequence-specific DNA binding;metal ion binding;sequence-specific DNA binding;nucleus;DNA binding;zinc ion binding;regulation of transcription, DNA-templated;cell migration involved in gastrulation",0.0000769,0.000256213,0,0,0.000256214,0.001665386,0.00076864,0.001498847,0.637531533,0.4892593,1,0.337460627,0.392630764,0.000896746,0.001626954,NA,NA,NA,NA,NA,0.51836305,0.001665386
ENSAMXG00000007476,adamts2,"ADAM metallopeptidase with thrombospondin type 1 motif, 2 [Source:ZFIN;Acc:ZDB-GENE-070816-3]",extracellular matrix;metallopeptidase activity;metalloendopeptidase activity;proteinaceous extracellular matrix;peptidase activity;proteolysis;zinc ion binding,0,0.001348829,0.000267729,0.000128008,0.00103871,0.002464158,0.00108523,0.001036704,0.178897879,0.169518276,0.336785838,0.164728436,0.16457578,0.001418757,0.001354753,NA,NA,NA,NA,NA,0.355937537,0.002247417
ENSAMXG00000006344,NA,NA,G-protein coupled receptor signaling pathway;G-protein coupled receptor activity;integral component of membrane;membrane,0.004850387,0.01352789,0.008883774,0.007959704,0.00813132,0.015814056,0.011229938,0.003878407,0.0465116,0.248946814,0.309023666,0.097282664,0.06778528,0.012316968,0.005136268,NA,NA,NA,NA,NA,0.108109163,0.011026235
ENSAMXG00000006346,NA,NA,G-protein coupled receptor signaling pathway;signal transduction;G-protein coupled receptor activity;signal transducer activity;integral component of membrane;membrane,0.034365989,0.030170985,0.027740828,0.029837859,0.034634478,0.030736317,0.032338378,0.034386937,0.094236057,0.124727301,0.100005398,0.097003314,0.103605522,0.031899229,0.034430713,NA,NA,NA,NA,NA,0.085624687,0.03062718
ENSAMXG00000006348,NA,NA,G-protein coupled receptor signaling pathway;G-protein coupled receptor activity;integral component of membrane;membrane,0.003489714,0.008943258,0,0.002715792,0.01130303,0,0.008316667,0.008527778,0.195982631,0.164023211,NA,0.137431895,0.158808044,0.006880952,0.007793298,NA,NA,NA,NA,NA,NA,0
ENSAMXG00000006353,NA,NA,G-protein coupled receptor signaling pathway;signal transduction;G-protein coupled receptor activity;signal transducer activity;integral component of membrane;membrane,0.018087044,0.034982149,0.011559823,0.016710527,0.025067268,0.029269077,0.02279601,0.023769305,0.182387374,0.126187519,0.192396159,0.168901308,0.18742501,0.029999154,0.032231681,NA,NA,NA,NA,NA,0.186751825,0.021995209
ENSAMXG00000006452,msi2a,musashi RNA-binding protein 2a [Source:ZFIN;Acc:ZDB-GENE-030826-25],nucleotide binding;nucleic acid binding,0,0.002017885,0,0.000208402,0.000527665,0.002605024,0.000685462,0.000580431,0.626355,0.626355,0.323321094,0.31667222,0.291989446,0.002640671,0.002605024,NA,NA,NA,NA,NA,0.869582667,0.002570481
ENSAMXG00000006718,sez6a,seizure related 6 homolog a [Source:ZFIN;Acc:ZDB-GENE-030131-8208],integral component of membrane;membrane,0.000368711,0.00184274,0,0.00024897,0.001395949,0.002831692,0.001859041,0.001817345,0.266971018,0.255461056,0.377943311,0.35358793,0.345509924,0.002863659,0.002942383,NA,NA,NA,NA,NA,0.32508127,0.002444214
ENSAMXG00000015871,anks1b,ankyrin repeat and sterile alpha motif domain containing 1B [Source:ZFIN;Acc:ZDB-GENE-041210-349],protein binding,0.000441207,0.001752467,0.000255739,0.001052216,0.001359493,0.001470766,0.002330054,0.002002035,0.295070657,0.331471349,0.190620955,0.240227781,0.214504414,0.002590009,0.002264625,NA,NA,NA,NA,NA,0.2058788,0.001197043
ENSAMXG00000005640,kifap3b,kinesin-associated protein 3b [Source:ZFIN;Acc:ZDB-GENE-030131-2219],binding;protein binding;kinesin binding;kinesin complex,0,0.001157228,0.000240532,0,0.000832955,0.001344086,0.001251137,0.001249432,0.331620375,0.32905735,0.22556227,0.247372653,0.248260953,0.001472298,0.001470291,0,-0.745039,NA,NA,-1.22972,0.23454299,0.001249432
ENSAMXG00000005662,prrx1a,paired related homeobox 1a [Source:ZFIN;Acc:ZDB-GENE-020905-5],multicellular organismal development;nucleus;DNA binding,0.001484858,0.001517599,0,0.000139665,0.003110282,0.001984127,0.003592375,0.003372434,0.18253807,0.287232113,0.2778944,0.178451313,0.086286605,0.001956277,0.001912632,NA,-1.58467,0,0.68713,-0.332183,0.276286125,0.003753754
ENSAMXG00000007482,gtf2ird1,GTF2I repeat domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-010328-18],NA,0.000235798,0.001005203,0,0,0.001225834,0.001638737,0.001656953,0.001662667,0.410631182,0.449323873,0.4105209,0.350045132,0.314128055,0.001714736,0.001688136,NA,NA,NA,NA,NA,0.368570407,0.001828362
ENSAMXG00000009929,lft1,lefty1 [Source:ZFIN;Acc:ZDB-GENE-990630-10],cell growth;transforming growth factor beta receptor binding;growth;growth factor activity;extracellular region;dorsal/ventral pattern formation;determination of heart left/right asymmetry;embryonic heart tube development;determination of left/right symmetry;determination of left/right asymmetry in lateral mesoderm;determination of left/right asymmetry in diencephalon,0,0.000977533,0,0,0.000712191,0.001979491,0.000384025,0.000384025,0.0892335,0.100105567,0.4712606,0.066144625,0.052093625,0.000543534,0.000543534,NA,NA,NA,NA,NA,0.546437525,0.002104771
ENSAMXG00000009938,CDC42BPA (2 of 2),CDC42 binding protein kinase alpha (DMPK-like) [Source:HGNC Symbol;Acc:HGNC:1737],protein binding;actin cytoskeleton reorganization;protein tyrosine kinase activity;phosphorylation;kinase activity;protein serine/threonine kinase activity;intracellular signal transduction;intracellular;nucleotide binding;protein phosphorylation;protein kinase activity;transferase activity;ATP binding;metal ion binding;blood vessel morphogenesis,0.000291522,0.001273494,0,0,0.000521782,0.001281292,0.000592676,0.000848462,0.246169927,0.202579429,0.258696885,0.12155798,0.123883103,0.000969415,0.001105601,NA,NA,NA,NA,NA,0.271113772,0.001029384
ENSAMXG00000010455,pex3,peroxisomal biogenesis factor 3 [Source:ZFIN;Acc:ZDB-GENE-040426-979],peroxisome organization;integral component of peroxisomal membrane,0.0000915,0.001352188,0,0,0.001768604,0.001022924,0.001148897,0.001148897,0.24235022,0.23957582,0.209301583,0.31565454,0.30641804,0.001937837,0.001892091,NA,NA,NA,NA,NA,0.22505498,0.001148897
ENSAMXG00000010506,vash2,vasohibin 2 [Source:ZFIN;Acc:ZDB-GENE-041014-355],regulation of angiogenesis;cytoplasm,0.0000891,0.000918664,0,0,0.000297089,0.00152081,0.000148544,0.000193108,0.0465116,0.0465116,0.3985095,0.204292367,0.210878033,0.000629545,0.000674108,NA,NA,NA,NA,NA,0.3578174,0.00103981
ENSAMXG00000020565,clasp2,cytoplasmic linker associated protein 2 [Source:ZFIN;Acc:ZDB-GENE-040426-2343],binding;protein binding,0.000238653,0.001521198,0,0,0.000827433,0.001474926,0.001081767,0.001178753,0.327495364,0.367373515,0.261576937,0.325382309,0.295869916,0.002261554,0.00222468,NA,NA,NA,NA,NA,0.57982976,0.002648463
ENSAMXG00000020575,ubp1,upstream binding protein 1 (LBP-1a) [Source:ZFIN;Acc:ZDB-GENE-060503-870],NA,0.000299923,0.000456555,0,0,0.000548215,0.001497821,0.001559576,0.00150759,0.55146215,0.6374869,0.571875,0.463379808,0.520078735,0.001497821,0.001460376,NA,NA,NA,NA,NA,0.629932525,0.001559576
ENSAMXG00000017397,otud5a (2 of 2),OTU deubiquitinase 5a [Source:ZFIN;Acc:ZDB-GENE-030616-61],ubiquitin-specific protease activity;protein deubiquitination,0.000751879,0.000526777,0.000242298,0,0.000381389,0.001020589,0.001149425,0.001830664,0.6533,0.4892593,0.722505,0.02983758,0.177139935,0.000276396,0.001072416,NA,NA,NA,NA,NA,0.604589033,0.002286585
ENSAMXG00000024789,EPHB2 (1 of 2),EPH receptor B2 [Source:HGNC Symbol;Acc:HGNC:3393],protein binding;ephrin receptor signaling pathway;ephrin receptor activity;transmembrane receptor protein tyrosine kinase signaling pathway;protein phosphorylation;ATP binding;integral component of membrane,0.001694231,0.003114781,0,0,0.001940829,0.003947146,0.002421959,0.002589403,0.174934138,0.374873183,0.331163903,0.224777195,0.204831793,0.003159124,0.003186486,NA,NA,NA,NA,NA,0.457732729,0.003498385
ENSAMXG00000024796,igsf21b,"immunoglobin superfamily, member 21b [Source:ZFIN;Acc:ZDB-GENE-070424-59]",protein binding,0.000392285,0.000897621,0,0,0.001307067,0.003412315,0.001437773,0.001449275,0.366199,0.351128433,0.677067286,0.422290173,0.424425788,0.00187869,0.001779005,NA,NA,NA,NA,NA,0.51373372,0.003623188
ENSAMXG00000020324,ammecr1,"Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1 homolog (human) [Source:ZFIN;Acc:ZDB-GENE-040426-1533]",NA,0.000108108,0.00051581,0,0,0,0.000917768,0,0,NA,NA,0.75,0.37809547,0.34449197,0.000900901,0.000870871,NA,-0.43794,NA,0,NA,NA,0
ENSAMXG00000005693,cabp1a,calcium binding protein 1a [Source:ZFIN;Acc:ZDB-GENE-041010-36],calcium ion binding,0,0.000745444,0,0,0.000617169,0.000452591,0.000339443,0.000339443,0.0909091,0.0909091,0.1875,0.199354,0.199354,0.000452591,0.000452591,NA,NA,NA,NA,NA,0.0721649,0.000339443
ENSAMXG00000005964,c7a,complement component 7a [Source:ZFIN;Acc:ZDB-GENE-081104-392],protein binding;membrane attack complex;immune response,0.000152615,0.002068671,0,0.000343876,0.001505322,0.002718456,0.002797678,0.002074885,0.323594587,0.381139694,0.348965964,0.314597927,0.26662849,0.003299155,0.002997105,NA,NA,NA,NA,NA,0.281664513,0.001993782
ENSAMXG00000006105,cux2b,cut-like homeobox 2b [Source:ZFIN;Acc:ZDB-GENE-081104-176],"transcription, DNA-templated;sequence-specific DNA binding;nucleus;DNA binding;regulation of transcription, DNA-templated",0.000217601,0.001289608,0.0000925,0.000272686,0.001052989,0.001688395,0.001746224,0.001642458,0.381275428,0.353650158,0.372016212,0.337949843,0.327171883,0.002541938,0.002556373,NA,NA,NA,NA,NA,0.367429848,0.00185599
ENSAMXG00000014966,tnfaip3,"tumor necrosis factor, alpha-induced protein 3 [Source:ZFIN;Acc:ZDB-GENE-100212-2]",DNA binding;zinc ion binding,0.000642193,0.000252196,0,0.00021263,0.000682924,0.000999396,0.001067904,0.001757745,0.368478322,0.294056771,0.5205031,0.537280996,0.64705158,0.001712883,0.002378668,NA,NA,NA,NA,NA,0.443045711,0.001842842
ENSAMXG00000007437,myog,myogenin [Source:ZFIN;Acc:ZDB-GENE-980526-265],"muscle organ development;protein dimerization activity;nucleus;DNA binding;regulation of transcription, DNA-templated;skeletal muscle tissue development;response to activity",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0
ENSAMXG00000009809,gna12a,guanine nucleotide binding protein (G protein) alpha 12a [Source:ZFIN;Acc:ZDB-GENE-050221-1],G-protein beta/gamma-subunit complex binding;guanyl nucleotide binding;G-protein coupled receptor binding;GTPase activity;small GTPase mediated signal transduction;nucleotide binding;GTP binding;metabolic process;G-protein coupled receptor signaling pathway;signal transduction;signal transducer activity;gastrulation with mouth forming second;intracellular;Rho protein signal transduction;regulation of actin cytoskeleton organization;epiboly involved in gastrulation with mouth forming second;cell migration involved in gastrulation;unidimensional cell growth;cell migration involved in heart development;stress fiber assembly;negative regulation of cell-cell adhesion mediated by cadherin,0.000347125,0.00144243,0,0,0.001217533,0.003277969,0.001190476,0.001011905,0.1790295,0.32705255,0.61975512,0.384882778,0.298822674,0.003076988,0.002373879,NA,NA,NA,NA,NA,0.37753724,0.00178731
