Stable_Gene_ID,Gene_Name,Gene_Description,GO_Terms,Pi_Tinaja,Pi_RioChoy,Pi_Molino,Pi_Pachon,Pi_Rascon,Dxy_RioChoy:Molino,Dxy_Rascon:Pachon,Dxy_Rascon:Tinaja,Fst_Rascon:Tinaja,Fst_Pachon:Rascon,Fst_RioChoy:Molino,Fst_RioChoy:Pachon,Fst_RioChoy:Tinaja,Dxy_RioChoy:Pachon,Dxy_RioChoy:Tinaja,TajimasD_Molino,TajimasD_RioChoy,TajimasD_Pachon,TajimasD_Tinaja,TajimasD_Rascon,Fst_Rascon:Molino,Dxy_Rascon:Molino,Dxy_Pachon:Molino,Fst_Pachon:Molino,Dxy_Tinaja:Molino,Fst_Tinaja:Molino,Dxy_Tinaja:Pachon,Fst_Tinaja:Pachon,Fst_Outliers
ENSAMXG00000012224,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RioChoy;Diversity_too_low_RASCON
ENSAMXG00000012982,slc48a1b,"solute carrier family 48 (heme transporter), member 1b [Source:ZFIN;Acc:ZDB-GENE-030131-8226]",heme transport;heme transporter activity;integral component of membrane;membrane;erythrocyte development,0,0.000744793,0,0,0,0.000387597,0,0,NA,NA,0.0625,0.03858352,0.03858352,0.000387597,0.000387597,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000011580,rgs16,regulator of G-protein signaling 16 [Source:ZFIN;Acc:ZDB-GENE-050417-393],NA,0,0.000716267,0,0,0.002257159,0.000380518,0.001284247,0.001284247,0.172457275,0.172457275,0.0625,0.0709761,0.0709761,0.000380518,0.000380518,NA,NA,NA,NA,NA,0.15155735,0.001284247,0,NA,0,NA,0,NA,NA
ENSAMXG00000009596,hn1b,hematological and neurological expressed 1b [Source:ZFIN;Acc:ZDB-GENE-030131-2784],sprouting angiogenesis,0.000218341,0.001498415,0,0,0.001096941,0.003032508,0.000754148,0.000791855,0.197073,0.344086,0.385416667,0.29719216,0.28333741,0.003032508,0.002923338,NA,NA,NA,NA,NA,0.301674,0.000754148,0,NA,0.00010917,NA,0.00010917,0,NA
ENSAMXG00000015815,cygb2,cytoglobin 2 [Source:ZFIN;Acc:ZDB-GENE-060920-1],oxygen binding;oxygen transport;oxygen transporter activity;transport;heme binding;iron ion binding,0,0.001493583,0,0,0,0.000783305,0,0,NA,NA,0.054505667,0.04704966,0.040503456,0.000783305,0.000783305,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000004540,si:dkey-276j7.2,si:dkey-276j7.2 [Source:ZFIN;Acc:ZDB-GENE-131127-420],protein binding,0,0.00100091,0,0,0.000765698,0.000510465,0.000382848,0.000382848,0.0465116,0.0465116,0,0.007421892,0.007421892,0.000510465,0.000510465,NA,NA,NA,NA,NA,0.0367261,0.000382848,0,NA,0,NA,0,NA,NA
ENSAMXG00000004824,sumo3a,small ubiquitin-like modifier 3a [Source:ZFIN;Acc:ZDB-GENE-040426-2133],protein binding;protein sumoylation;nucleus;chordate embryonic development;definitive hemopoiesis,0,0.000394011,0,0,0.000591018,0.000197006,0.000295508,0.000295508,0.0465116,0.0465116,NA,0.00619094,0.00619094,0.000197006,0.000197006,NA,NA,NA,NA,NA,0.0367261,0.000295508,0,NA,0,NA,0,NA,NA
ENSAMXG00000004894,mtx2,metaxin 2 [Source:ZFIN;Acc:ZDB-GENE-021210-2],NA,0.000123153,0.000780772,0,0.000123153,0.00041051,0.000615764,0.000266831,0.000266831,0.0465116,0.0465116,0.40625,0.15966947,0.21444247,0.000622605,0.00067734,NA,NA,NA,NA,NA,0.0367261,0.000205255,0.0000616,NA,0.0000616,NA,0.000123153,0,NA
ENSAMXG00000025970,b3galt1a,"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 1a [Source:ZFIN;Acc:ZDB-GENE-120215-203]","galactosyltransferase activity;protein glycosylation;Golgi apparatus;transferase activity, transferring glycosyl groups;transferase activity;integral component of membrane;membrane",0.000199203,0.000943936,0,0,0.000603645,0.000719345,0.000332005,0.000431607,0.11753045,0.12690255,0.2627333,0.190453933,0.151247367,0.000719345,0.000769146,NA,NA,NA,NA,NA,0.11059445,0.000332005,0,NA,0.0000996,NA,0.0000996,0,NA
ENSAMXG00000004741,smx5,smx5 [Source:ZFIN;Acc:ZDB-GENE-000616-10],mRNA processing,0,0.000422475,0,0,0,0.000211238,0,0,NA,NA,NA,0.00619094,0.00619094,0.000211238,0.000211238,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000007742,NA,NA,NA,0,0.003080747,0,0,0.000938088,0.001679448,0.000469043,0.000469043,0.0465116,0.0465116,0.072972767,0.073692591,0.079934191,0.001679448,0.001679448,NA,NA,NA,NA,NA,0.0331532,0.000469043,0,NA,0,NA,0,NA,NA
ENSAMXG00000009586,ASTN2 (3 of 3),astrotactin 2 [Source:HGNC Symbol;Acc:HGNC:17021],NA,0,0.000811688,0,0,0.001474929,0.000405844,0.000737463,0.000737463,0.0367261,0,0.00784133,NA,0.00784133,0.000405844,0.000405844,NA,NA,NA,NA,NA,0.0367261,0.000737463,0,NA,0,NA,0,NA,NA
ENSAMXG00000016025,ywhag1,"3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-011115-1]",protein domain specific binding;brain development;heart development,0.000135501,0.001594134,0.000316169,0,0.001108648,0.001072719,0.000677507,0.00070009,0.106957067,0.156901733,0.09765625,0.084842376,0.084842376,0.000903342,0.000971093,NA,NA,NA,NA,NA,0.1445894,0.000846883,0.000169377,0.0294627,0.000237127,0.0294627,0.0000678,0,NA
ENSAMXG00000016037,hspb1 (2 of 2),"heat shock protein, alpha-crystallin-related, 1 [Source:ZFIN;Acc:ZDB-GENE-030326-4]",NA,0,0.002832242,0,0,0.000899622,0.001839168,0.001302083,0.001302083,0.4184273,0.40765205,0.137997867,0.15826865,0.159681333,0.001839168,0.001839168,NA,NA,NA,NA,NA,0.40765205,0.001302083,0,NA,0,NA,0,NA,NA
ENSAMXG00000015569,dpm2,"dolichyl-phosphate mannosyltransferase polypeptide 2, regulatory subunit [Source:ZFIN;Acc:ZDB-GENE-030131-9093]",macromolecule biosynthetic process;integral component of endoplasmic reticulum membrane;integral component of membrane;membrane,0,0.000451671,0,0,0.003325943,0.000225836,0.00203252,0.00203252,0.156901733,0.156901733,NA,0.00619094,0.00619094,0.000225836,0.000225836,NA,NA,NA,NA,NA,0.1445894,0.00203252,0,NA,0,NA,0,NA,NA
ENSAMXG00000015833,ruvbl2,RuvB-like AAA ATPase 2 [Source:ZFIN;Acc:ZDB-GENE-030109-1],"ATP-dependent 5'-3' DNA helicase activity;DNA helicase activity;DNA duplex unwinding;nucleotide binding;DNA replication;ATP binding;negative regulation of transcription, DNA-templated;regulation of heart growth;ATPase activity;heart development;motile cilium assembly;digestive tract development;axonemal dynein complex assembly;epithelial cilium movement",0.0000723,0.001390012,0,0,0.000909311,0.00104945,0.001506387,0.001470234,0.5098129,0.5262939,0.195318326,0.117434829,0.117434829,0.00104945,0.001085603,NA,NA,NA,NA,NA,0.513701025,0.001506387,0,NA,0.0000362,NA,0.0000362,0,NA
ENSAMXG00000012842,ppp2r4 (2 of 2),"protein phosphatase 2A activator, regulatory subunit 4 [Source:ZFIN;Acc:ZDB-GENE-040801-11]",phosphatase activator activity;positive regulation of catalytic activity;isomerase activity;peptidyl-prolyl cis-trans isomerase activity;protein peptidyl-prolyl isomerization;cytoplasm;metabolic process,0,0.001327352,0,0,0.00042845,0.000714082,0.000214225,0.000214225,0.0465116,0.0465116,0.0833333,0.036262327,0.036262327,0.000714082,0.000714082,NA,NA,NA,NA,NA,0.0367261,0.000214225,0,NA,0,NA,0,NA,NA
ENSAMXG00000007339,mia,melanoma inhibitory activity [Source:ZFIN;Acc:ZDB-GENE-081022-66],protein binding,0,0.001564716,0,0,0.000415628,0.000831255,0.000207814,0.000207814,0.0465116,0.0465116,0.125,0.035893205,0.038483955,0.000831255,0.000831255,NA,NA,NA,NA,NA,0.0260074,0.000207814,0,NA,0,NA,0,NA,NA
ENSAMXG00000007384,nrgna,"neurogranin (protein kinase C substrate, RC3) a [Source:ZFIN;Acc:ZDB-GENE-090710-4]",protein binding;regulation of growth,0,0.002510181,0,0,0.00208608,0.001610306,0.001207729,0.001207729,0.1598198,0.1598198,0.291667,0.10641996,0.10641996,0.001610306,0.001610306,NA,NA,NA,NA,NA,0.14676205,0.001207729,0,NA,0,NA,0,NA,NA
ENSAMXG00000007447,derl2,derlin 2 [Source:ZFIN;Acc:ZDB-GENE-050522-90],integral component of membrane;membrane,0.00013947,0.001312658,0,0,0.000887537,0.0009298,0.0004649,0.000534635,0.0806824,0.0853064,0.171875,0.177525733,0.23964655,0.0009298,0.000984038,NA,NA,NA,NA,NA,0.074158733,0.0004649,0,NA,0.0000697,NA,0.0000697,0,NA
ENSAMXG00000007497,gatsl2,GATS protein-like 2 [Source:ZFIN;Acc:ZDB-GENE-030131-5505],NA,0,0.000803146,0,0,0.001139573,0.00047081,0.000617938,0.000617938,0.1337999,0.1337999,0.225,0.064576205,0.064576205,0.00047081,0.00047081,NA,NA,NA,NA,NA,0.11826985,0.000617938,0,NA,0,NA,0,NA,NA
ENSAMXG00000001603,NA,NA,protein heterodimerization activity;nucleosome;chromosome;nucleus;DNA binding,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RioChoy;Diversity_too_low_RASCON
ENSAMXG00000001840,tmprss4b,"transmembrane protease, serine 4b [Source:ZFIN;Acc:ZDB-GENE-030131-5862]",protein binding;receptor-mediated endocytosis;scavenger receptor activity;serine-type peptidase activity;serine-type endopeptidase activity;hydrolase activity;peptidase activity;proteolysis;integral component of membrane;membrane;determination of heart left/right asymmetry;cilium assembly;otolith morphogenesis,0.000213202,0.00075275,0,0,0.000855134,0.000397141,0.000463699,0.000563063,0.0915847,0.08257008,0.0881905,0.038517143,0.047584123,0.000397141,0.000516283,NA,NA,NA,NA,NA,0.07075328,0.000463699,0,NA,0.000119142,0.101986,0.000119142,0.111111,NA
ENSAMXG00000007082,zdhhc15a,"zinc finger, DHHC-type containing 15a [Source:ZFIN;Acc:ZDB-GENE-041010-87]",integral component of membrane;membrane,0,0,0,0,0.000420876,0,0.000210438,0.000210438,0.0465116,0.0465116,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0.0367261,0.000210438,0,NA,0,NA,0,NA,Diversity_too_low_RioChoy
ENSAMXG00000007125,sh2d1aa,SH2 domain containing 1A duplicate a [Source:ZFIN;Acc:ZDB-GENE-060526-212],NA,0,0,0,0,0.000403552,0,0.000201776,0.000201776,0.0465116,0.0465116,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0.0367261,0.000201776,0,NA,0,NA,0,NA,Diversity_too_low_RioChoy
ENSAMXG00000006772,rpl36a,ribosomal protein L36A [Source:ZFIN;Acc:ZDB-GENE-020423-1],ribonucleoprotein complex;translation;ribosome;structural constituent of ribosome;intracellular;chordate embryonic development;regulation of cell cycle,0,0.000657704,0,0,0,0.000349406,0,0,NA,NA,0.0625,0.0709761,0.0709761,0.000349406,0.000349406,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000007022,NA,NA,nucleosomal DNA binding;chromatin;nucleus,0,0.000507356,0,0,0,0.000253678,0,0,NA,NA,NA,0.00619094,0.00619094,0.000253678,0.000253678,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000007050,CNGA2 (1 of 2),cyclic nucleotide gated channel alpha 2 [Source:HGNC Symbol;Acc:HGNC:2149],ion transmembrane transport;ion channel activity;transmembrane transport;ion transport;transport;integral component of membrane;membrane,0.0000951,0.000528985,0,0,0.000468529,0.000485649,0.000277513,0.000321123,0.145703067,0.1209052,0.338916,0.144559104,0.106095077,0.000485649,0.000500515,NA,NA,NA,NA,NA,0.108488825,0.000277513,0,NA,0.0000476,NA,0.0000476,0,NA
ENSAMXG00000001888,LIN28B (2 of 2),lin-28 homolog B (C. elegans) [Source:HGNC Symbol;Acc:HGNC:32207],"nucleic acid binding;metal ion binding;DNA binding;zinc ion binding;regulation of transcription, DNA-templated",0.00015873,0,0,0,0.000264551,0,0.000132485,0.00021164,0.0465116,0.0465116,NA,NA,NA,0,0.0000794,NA,NA,NA,NA,NA,0.0367261,0.000132275,0,NA,0.0000794,NA,0.0000795,0,Diversity_too_low_RioChoy
ENSAMXG00000002575,dcun1d4,"DCN1, defective in cullin neddylation 1, domain containing 4 (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-041014-248]",NA,0.000192164,0.000510414,0,0,0.000171468,0.000281722,0.0000857,0.000188615,0.0330119,0.0465116,0.09375,0.10316955,0.0847987,0.000281722,0.000383142,NA,NA,NA,NA,NA,0.0367261,0.0000857,0,NA,0.00010142,0.048057,0.00010142,0.0555556,Diversity_too_low_RASCON
ENSAMXG00000002727,kdr,kinase insert domain receptor (a type III receptor tyrosine kinase) [Source:ZFIN;Acc:ZDB-GENE-041001-112],growth factor binding;vascular endothelial growth factor receptor signaling pathway;vascular endothelial growth factor signaling pathway;vascular endothelial growth factor-activated receptor activity;peptidyl-tyrosine phosphorylation;transmembrane receptor protein tyrosine kinase signaling pathway;transmembrane receptor protein tyrosine kinase activity;protein tyrosine kinase activity;phosphorylation;kinase activity;nucleotide binding;protein phosphorylation;protein kinase activity;transferase activity;ATP binding;integral component of membrane;membrane,0,0.00092821,0,0,0.000376791,0.000776715,0.000188395,0.000188395,0.0465116,0.0465116,0.4204545,0.287220647,0.177399764,0.000776715,0.000776715,NA,NA,NA,NA,NA,0.0331532,0.000188395,0,NA,0,NA,0,NA,NA
ENSAMXG00000002747,NA,NA,protein binding;growth factor binding;vascular endothelial growth factor receptor signaling pathway;vascular endothelial growth factor signaling pathway;vascular endothelial growth factor-activated receptor activity;protein phosphorylation;ATP binding;integral component of membrane,0,0.003332262,0,0,0.00028393,0.002094718,0.000141965,0.000141965,0.0465116,0.0465116,0.129464286,0.140440129,0.140440129,0.002094718,0.002094718,NA,NA,NA,NA,NA,0.0367261,0.000141965,0,NA,0,NA,0,NA,NA
ENSAMXG00000014149,amd1,adenosylmethionine decarboxylase 1 [Source:ZFIN;Acc:ZDB-GENE-040426-760],spermidine biosynthetic process;S-adenosylmethioninamine biosynthetic process;adenosylmethionine decarboxylase activity;polyamine biosynthetic process;spermine biosynthetic process;carboxy-lyase activity;lyase activity,0.000100402,0,0,0,0.000304247,0,0.001840696,0.001807229,0.8882715,0.9310215,NA,NA,NA,0,0.0000502,NA,NA,NA,NA,NA,0.9267645,0.001840696,0,NA,0.0000502,NA,0.0000502,0,Diversity_too_low_RioChoy; Molino-Rascon
ENSAMXG00000015248,scml4,sex comb on midleg-like 4 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-041210-338],protein binding,0.00015231,0.0000893,0,0,0.001364125,0.0000447,0.000937835,0.001018221,0.107938711,0.118992025,NA,0.00619094,0.02712397,0.0000447,0.000125045,NA,NA,NA,NA,NA,0.108228838,0.000937835,0,NA,0.0000804,0.048057,0.0000804,0.048057,Diversity_too_low_RioChoy
ENSAMXG00000013465,aida,"axin interactor, dorsalization associated [Source:ZFIN;Acc:ZDB-GENE-071126-2]",determination of ventral identity;negative regulation of JUN kinase activity;negative regulation of determination of dorsal identity;negative regulation of JNK cascade;phosphatidylinositol binding,0,0.001416368,0,0,0.000188112,0.001630298,0.0000941,0.0000941,0.0465116,0.0367261,0.432291667,0.446818,0.446818,0.001630298,0.001630298,NA,NA,NA,NA,NA,0.0367261,0.0000941,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000014766,foxo3b,forkhead box O3b [Source:ZFIN;Acc:ZDB-GENE-990708-6],"transcription, DNA-templated;transcription factor activity, sequence-specific DNA binding;sequence-specific DNA binding;nucleus;DNA binding;regulation of transcription, DNA-templated;chordate embryonic development;primitive hemopoiesis;protein binding;negative regulation of transcription from RNA polymerase II promoter;negative regulation of canonical Wnt signaling pathway;negative regulation of Wnt signaling pathway",0.000105876,0.000358802,0,0.000139617,0.000353108,0.000183813,0.00025222,0.00022952,0.0465116,0.04476178,NA,0.00619094,0.010845292,0.000240532,0.000236751,NA,NA,NA,NA,NA,0.034046425,0.000176554,0.0000756,0.0833333,0.0000529,NA,0.000128564,0.040268667,NA
ENSAMXG00000009820,UPF1 (1 of 2),UPF1 regulator of nonsense transcripts homolog (yeast) [Source:HGNC Symbol;Acc:HGNC:9962],"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay;cytoplasm;helicase activity;ATP binding;DNA binding;zinc ion binding",0,0,0,0,0.001110395,0,0.000591017,0.000591017,0.06871035,0.06871035,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0.04908615,0.000591017,0,NA,0,NA,0,NA,Diversity_too_low_RioChoy
ENSAMXG00000010397,abracl,ABRA C-terminal like [Source:ZFIN;Acc:ZDB-GENE-030131-8594],NA,0,0,0,0,0.000685872,0,0.000342936,0.000342936,0.0465116,0.0465116,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0.0367261,0.000342936,0,NA,0,NA,0,NA,Diversity_too_low_RioChoy
ENSAMXG00000010020,sf3b6,"splicing factor 3b, subunit 6 [Source:ZFIN;Acc:ZDB-GENE-040625-36]",nucleotide binding;nucleic acid binding,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RioChoy;Diversity_too_low_RASCON
ENSAMXG00000010496,batf3,"basic leucine zipper transcription factor, ATF-like 3 [Source:ZFIN;Acc:ZDB-GENE-041014-356]","regulation of transcription from RNA polymerase II promoter;transcription factor activity, sequence-specific DNA binding;sequence-specific DNA binding;DNA binding;regulation of transcription, DNA-templated",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RioChoy;Diversity_too_low_RASCON
ENSAMXG00000009670,gorab,"golgin, rab6-interacting [Source:ZFIN;Acc:ZDB-GENE-040426-1384]",cell migration involved in gastrulation,0,0.00187872,0,0,0.000801938,0.00133785,0.000469219,0.000469219,0.18201855,0.18201855,0.298156667,0.160041803,0.156977637,0.00133785,0.00133785,NA,NA,NA,NA,NA,0.16448145,0.000469219,0,NA,0,NA,0,NA,NA
ENSAMXG00000010068,MEP1A (2 of 3),"meprin A, alpha (PABA peptide hydrolase) [Source:HGNC Symbol;Acc:HGNC:7015]",metallopeptidase activity;metalloendopeptidase activity;hydrolase activity;peptidase activity;proteolysis;metal ion binding;zinc ion binding;membrane,0,0.000359583,0,0,0.000539375,0.000179791,0.000269687,0.000269687,0.0465116,0.0465116,NA,0.00619094,0.00619094,0.000179791,0.000179791,NA,NA,NA,NA,NA,0.0367261,0.000269687,0,NA,0,NA,0,NA,NA
ENSAMXG00000010494,atf3,activating transcription factor 3 [Source:ZFIN;Acc:ZDB-GENE-040426-728],"regulation of transcription from RNA polymerase II promoter;transcription factor activity, sequence-specific DNA binding;sequence-specific DNA binding;nucleus;DNA binding;regulation of transcription, DNA-templated;response to virus",0,0.000343432,0,0,0.000273673,0.000182448,0.000136836,0.000136836,0.0465116,0.0465116,0,0.0123457,0.0123457,0.000182448,0.000182448,NA,NA,NA,NA,NA,0.0367261,0.000136836,0,NA,0,NA,0,NA,NA
ENSAMXG00000025987,jun,jun proto-oncogene [Source:ZFIN;Acc:ZDB-GENE-030131-7859],"transcription, DNA-templated;transcription factor activity, sequence-specific DNA binding;sequence-specific DNA binding;DNA binding;regulation of transcription, DNA-templated;canonical Wnt signaling pathway;transcription factor complex;beta-catenin binding;response to methylmercury;response to cadmium ion",0,0.000358038,0,0,0,0.000181752,0,0,NA,NA,NA,0.00619094,0.00619094,0.000179986,0.000179019,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000005051,prdx6,peroxiredoxin 6 [Source:ZFIN;Acc:ZDB-GENE-040426-1778],peroxiredoxin activity;antioxidant activity;oxidation-reduction process;oxidoreductase activity,0,0.000537495,0.000323762,0,0.000257998,0.000440746,0.000128999,0.000128999,0.0465116,0.0465116,0.035170665,0.009072493,0.009072493,0.000268748,0.000268748,NA,NA,NA,NA,NA,0.02846385,0.000300998,0.000171999,0.0709761,0.000171999,0.0709761,0,NA,NA
ENSAMXG00000005346,CYP2J2 (6 of 12),"cytochrome P450, family 2, subfamily J, polypeptide 2 [Source:HGNC Symbol;Acc:HGNC:2634]","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;monooxygenase activity;metal ion binding;heme binding;iron ion binding;oxidation-reduction process;oxidoreductase activity;integral component of membrane;membrane",0,0.000977254,0,0,0.000322152,0.000914495,0.000171468,0.000171468,0.1047038,0.1047038,0.371527667,0.233139596,0.233139596,0.000914495,0.000914495,NA,NA,NA,NA,NA,0.09287505,0.000171468,0,NA,0,NA,0,NA,NA
ENSAMXG00000004764,mboat2b,membrane bound O-acyltransferase domain containing 2b [Source:ZFIN;Acc:ZDB-GENE-041001-185],integral component of membrane;membrane,0.0000672,0.001178514,0,0,0,0.000807928,0,0,NA,NA,0.256663,0.27160875,0.27160875,0.000807928,0.000841553,NA,NA,NA,NA,NA,NA,0,0,NA,0.0000336,NA,0.0000336,0,Diversity_too_low_RASCON
ENSAMXG00000004801,scg5,secretogranin V [Source:ZFIN;Acc:ZDB-GENE-040426-1687],secretory granule;neuropeptide signaling pathway,0,0.000729547,0,0,0.000764528,0.000424737,0.000382263,0.000382263,0.0465116,0.043249767,0.15625,0.08821147,0.08821147,0.000424737,0.000424737,NA,NA,NA,NA,NA,0.0367261,0.000382263,0,NA,0,NA,0,NA,NA
ENSAMXG00000019678,DOK6 (2 of 2),docking protein 6 [Source:HGNC Symbol;Acc:HGNC:28301],insulin receptor binding,0,0.000723623,0,0,0,0.000396825,0,0,NA,NA,0.125,0.07077697,0.06559547,0.000396825,0.000396825,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,Diversity_too_low_RASCON
ENSAMXG00000020403,TIMM21,translocase of inner mitochondrial membrane 21 homolog (yeast) [Source:HGNC Symbol;Acc:HGNC:25010],protein import into mitochondrial matrix;mitochondrial inner membrane presequence translocase complex;integral component of membrane;membrane,0.000151745,0.001547205,0.000168605,0,0.001320546,0.002276176,0.000891947,0.000891947,0.1726254,0.1726254,0.29707235,0.250645228,0.238391828,0.002191873,0.002124431,NA,NA,NA,NA,NA,0.158710067,0.000976894,0.0000843,0.00619094,0.000160175,0.00619094,0.0000759,0,NA
ENSAMXG00000021298,bmi1a,bmi1 polycomb ring finger oncogene 1a [Source:ZFIN;Acc:ZDB-GENE-030131-224],protein binding;metal ion binding;zinc ion binding;cerebellum development;primitive hemopoiesis;hematopoietic stem cell migration,0.000111111,0.000355846,0,0,0.000186637,0.002407407,0.0000933,0.000149309,0.0465116,0.0465116,0.6875,0.51929176,0.50543701,0.002407407,0.002351852,NA,NA,NA,NA,NA,0.0367261,0.0000933,0,NA,0.0000556,NA,0.0000556,0,Diversity_too_low_RASCON
ENSAMXG00000000487,MSC,musculin [Source:HGNC Symbol;Acc:HGNC:7321],protein dimerization activity,0,0,0,0,0.001526053,0,0.002398082,0.002398082,0.3183554,0.3155174,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0.2986286,0.002398082,0,NA,0,NA,0,NA,Diversity_too_low_RioChoy
