Stable_Gene_ID,Gene_Name,Gene_Description,GO_Terms,Pi_Tinaja,Pi_RioChoy,Pi_Molino,Pi_Pachon,Pi_Rascon,Dxy_RioChoy.Molino,,Dxy_Rascon.Pachon,Dxy_Rascon.Tinaja,Fst_Rascon.Tinaja,Fst_Pachon.Rascon,Fst_RioChoy.Molino,Fst_RioChoy.Pachon,Fst_RioChoy.Tinaja,Dxy_RioChoy.Pachon,Dxy_RioChoy.Tinaja,TajimasD_Molino,TajimasD_RioChoy,TajimasD_Pachon,TajimasD_Tinaja,TajimasD_Rascon
ENSAMXG00000040415,,,,,,,,,,,0.02824106,0.03186147,,,,,,,,,,,,
ENSAMXG00000036934,si:dkeyp-27c8.2,magnesium-dependent phosphatase 1-like [Source:NCBI gene;Acc:1344459],,,,,,,,,0.00720755,0.00249884,,,,,,,,,,,,
ENSAMXG00000039747, ,chemokine XC receptor 1-like [Source:NCBI gene;Acc:134654],,,,,,,,,0.00965656,0.01236082,,,,,,,,,,,,
ENSAMXG00000039128,,uncharacterized LOC133814 [Source:NCBI gene;Acc:133814],,,,,,,,,0.00495119,0.00598432,,,,,,,,,,,,
ENSAMXG00000040554, ,,,,,,,,,,0.00933875,0.00573311,,,,,,,,,,,,
ENSAMXG00000043603, ,,,,,,,,,,0.00807746,0.0096367,,,,,,,,,,,,
ENSAMXG00000033597, ,"ferritin, middle subunit-like [Source:NCBI gene;Acc:132996]",,,,,,,,,0.01096541,0.01061597,,,,,,,,,,,,
ENSAMXG00000010828, ,,,,,,,,,,0.00591331,0.00635944,,,,,,,,,,,,
ENSAMXG00000032864, ,,,,,,,,,,0.0142825,0.01583775,,,,,,,,,,,,
ENSAMXG00000029205, ,GTPase IMAP family member 7-like [Source:NCBI gene;Acc:1345825],,,,,,,,,0.00791077,0.00723506,,,,,,,,,,,,
ENSAMXG00000012113, ,,,,,,,,,,0.00433544,0.00631272,,,,,,,,,,,,
ENSAMXG00000037986, ,,,,,,,,,,0.00836466,0.00946429,,,,,,,,,,,,
ENSAMXG00000029280, ,,,,,,,,,,0.03086918,0.02528556,,,,,,,,,,,,
ENSAMXG00000031909, ,,,,,,,,,,0.02176218,0.03725713,,,,,,,,,,,,
ENSAMXG00000034231, ,,,,,,,,,,0.00903051,0.01093077,,,,,,,,,,,,
ENSAMXG00000042851, ,,,,,,,,,,0.00274966,0.00364173,,,,,,,,,,,,
ENSAMXG00000020084,cry1b,cryptochrome circadian regulator 1b [Source:ZFIN;Acc:ZDB-GENE-1426-3],,,,,,,,,0.00625967,0.00571741,,,,,,,,,,,,
ENSAMXG00000002176,gzm3,"granzyme 3, tandem duplicate 4 [Source:ZFIN;Acc:ZDB-GENE-7912-136]",,,,,,,,,0.00856066,0.00405257,,,,,,,,,,,,
ENSAMXG00000037149, ,,,,,,,,,,0.0143852,0.02424486,,,,,,,,,,,,
ENSAMXG00000031055, ,coiled-coil domain-containing protein 16-like [Source:NCBI gene;Acc:11119641],,,,,,,,,0.0162383,0.01143002,,,,,,,,,,,,
ENSAMXG00000033265, ,,,,,,,,,,0.01464119,0.01304665,,,,,,,,,,,,
ENSAMXG00000029305,,,,,,,,,,,0.01388517,0.01304701,,,,,,,,,,,,
ENSAMXG00000041791,,,,,,,,,,,0.00287314,0.00443604,,,,,,,,,,,,
ENSAMXG00000035326,,,,,,,,,,,0.01922348,0.01827731,,,,,,,,,,,,
ENSAMXG00000032124,,,,,,,,,,,0.01055113,0.01074311,,,,,,,,,,,,
ENSAMXG00000009038,,sterile alpha motif domain-containing protein 9-like [Source:NCBI gene;Acc:1324685],,,,,,,,,0.01271396,0.00391981,,,,,,,,,,,,
ENSAMXG00000039370,,,,,,,,,,,0.02236803,0.0217329,,,,,,,,,,,,
ENSAMXG00000029787,,,,,,,,,,,0.02802358,0.03090346,,,,,,,,,,,,
ENSAMXG00000035204,,,,,,,,,,,0.00789119,0.00744609,,,,,,,,,,,,
ENSAMXG00000031466, ,,,,,,,,,,0.00828602,0.01296419,,,,,,,,,,,,
ENSAMXG00000032946, ,trace amine-associated receptor 13c-like [Source:NCBI gene;Acc:1333783],,,,,,,,,0.00239074,0.00231027,,,,,,,,,,,,
ENSAMXG00000029502, ,,,,,,,,,,0.00673692,0.00914383,,,,,,,,,,,,
ENSAMXG00000008504,C6orf58,chromosome 3 C6orf58 homolog [Source:NCBI gene;Acc:1338839],,,,,,,,,0.00280322,0.0029341,,,,,,,,,,,,
ENSAMXG00000015994, ,,,,,,,,,,0.00479867,0.00139721,,,,,,,,,,,,
ENSAMXG00000029424,,,,,,,,,,,0.01406534,0.01323892,,,,,,,,,,,,
ENSAMXG00000033192,,,,,,,,,,,0.00525927,0.00529857,,,,,,,,,,,,
ENSAMXG00000043944,,uncharacterized LOC1331998 [Source:NCBI gene;Acc:1331998],,,,,,,,,0.00823677,0.00548902,,,,,,,,,,,,
ENSAMXG00000013219,ighz,immunoglobulin heavy constant zeta [Source:ZFIN;Acc:ZDB-GENE-4513-8],,,,,,,,,0.00875032,0.00888752,,,,,,,,,,,,
ENSAMXG00000043483,rbm24b,RNA binding motif protein 24b [Source:ZFIN;Acc:ZDB-GENE-6312-43],,,,,,,,,0.00722086,0.00518725,,,,,,,,,,,,
ENSAMXG00000030414, ,,,,,,,,,,0.003112,0.00512787,,,,,,,,,,,,
ENSAMXG00000039667,,cytochrome P45 2B4-like [Source:NCBI gene;Acc:1345628],,,,,,,,,0.01271821,0.00864837,,,,,,,,,,,,
ENSAMXG00000040515, ,RING finger protein 223-like [Source:NCBI gene;Acc:111194248],,,,,,,,,0.00654507,0.00654591,,,,,,,,,,,,
ENSAMXG00000031656, ,,,,,,,,,,0.0027743,0.00274827,,,,,,,,,,,,
ENSAMXG00000029346, ,,,,,,,,,,0.00979263,0.01023265,,,,,,,,,,,,
ENSAMXG00000001044,si:ch73-217n20.1,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 [Source:NCBI gene;Acc:1321873]",,,,,,,,,0.00393947,0.00434334,,,,,,,,,,,,
ENSAMXG00000025800, ,,,,,,,,,,0.00397711,0.00402511,,,,,,,,,,,,
ENSAMXG00000035666,dhrs13b.1,dehydrogenase/reductase SDR family member 13-like [Source:NCBI gene;Acc:1329375],,,,,,,,,0.00384729,0.00394899,,,,,,,,,,,,
ENSAMXG00000012102,si:ch211-286b5.4,si:ch211-286b5.4 [Source:ZFIN;Acc:ZDB-GENE-121214-14],,,,,,,,,0.00520148,0.00396793,,,,,,,,,,,,
ENSAMXG00000034726, ,,,,,,,,,,0.0037037,0.00615079,,,,,,,,,,,,
ENSAMXG00000036268, ,,,,,,,,,,0.01447946,0.00949934,,,,,,,,,,,,
ENSAMXG00000042533, ,,,,,,,,,,0.01190255,0.01405324,,,,,,,,,,,,
ENSAMXG00000030747, ,,,,,,,,,,0.00594092,0.00550062,,,,,,,,,,,,
ENSAMXG00000037808, ,GTPase IMAP family member 8-like [Source:NCBI gene;Acc:111196648],,,,,,,,,0.01778243,0.02001781,,,,,,,,,,,,
ENSAMXG00000032421,,,,,,,,,,,0.00712816,0.00484106,,,,,,,,,,,,
ENSAMXG00000031684,,E3 ubiquitin-protein ligase TRIM39-like [Source:NCBI gene;Acc:111188513],,,,,,,,,0.00796202,0.00678668,,,,,,,,,,,,
ENSAMXG00000017880,plcd3a,"phospholipase C, delta 3a [Source:NCBI gene;Acc:5694]",,,,,,,,,0.00324533,0.00228972,,,,,,,,,,,,
ENSAMXG00000034092,zgc:163121,glutamate decarboxylase 1-like [Source:NCBI gene;Acc:133265],,,,,,,,,0.00107195,0.00126135,,,,,,,,,,,,
ENSAMXG00000038567,,,,,,,,,,,0.00123153,0.00123153,,,,,,,,,,,,
ENSAMXG00000035530,si:ch73-141c7.1,"coenzyme Q-binding protein COQ1 homolog, mitochondrial-like [Source:NCBI gene;Acc:133873]",,,,,,,,,0,0.00026539,,,,,,,,,,,,
ENSAMXG00000033085,tmem244,transmembrane protein 244 [Source:NCBI gene;Acc:1339664],,,,,,,,,0.00017047,0.00144477,,,,,,,,,,,,
ENSAMXG00000039200,ubald2,UBA like domain containing 2 [Source:NCBI gene;Acc:1328924],,,,,,,,,0.00428355,0.00459306,,,,,,,,,,,,
ENSAMXG00000029329,si:cabz01074946.1,uncharacterized LOC1345479 [Source:NCBI gene;Acc:1345479],,,,,,,,,0.01576565,0.01144366,,,,,,,,,,,,
ENSAMXG00000025169,,interferon-inducible GTPase 5-like [Source:NCBI gene;Acc:1328581],,,,,,,,,0.01019451,0.01150531,,,,,,,,,,,,
ENSAMXG00000013557, ,,,,,,,,,,0.0096838,0.01114664,,,,,,,,,,,,
ENSAMXG00000043856,slc25a51b,solute carrier family 25 member 51-like [Source:NCBI gene;Acc:1333718],,,,,,,,,0.00121429,0.00153008,,,,,,,,,,,,
ENSAMXG00000033483,,,,,,,,,,,0.00436406,0.00963247,,,,,,,,,,,,
ENSAMXG00000011502, ,,,,,,,,,,0.0034651,0.00237282,,,,,,,,,,,,
ENSAMXG00000042619, ,,,,,,,,,,0.0017886,0.00203093,,,,,,,,,,,,
ENSAMXG00000029186,,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000039372,,immunoglobulin heavy variable 1-3 [Source:ZFIN;Acc:ZDB-GENE-4514-7],,,,,,,,,0.0043703,0.01513393,,,,,,,,,,,,
ENSAMXG00000028119, ,uncharacterized LOC1342156 [Source:NCBI gene;Acc:1342156],,,,,,,,,0.01148144,0.01889056,,,,,,,,,,,,
ENSAMXG00000043847, ,,,,,,,,,,0.00257588,0.00525794,,,,,,,,,,,,
ENSAMXG00000018943,tnfrsf1a,"tumor necrosis factor receptor superfamily, member 1a [Source:ZFIN;Acc:ZDB-GENE-4426-2252]",,,,,,,,,0.00370927,0.00422751,,,,,,,,,,,,
ENSAMXG00000013513,mief1,mitochondrial elongation factor 1 [Source:NCBI gene;Acc:133721],,,,,,,,,0.00430125,0.00326786,,,,,,,,,,,,
ENSAMXG00000036924,zmp:0000000912,zmp:912 [Source:ZFIN;Acc:ZDB-GENE-1353-915],,,,,,,,,0.00670619,0.00664923,,,,,,,,,,,,
ENSAMXG00000035251,,,,,,,,,,,0.00996241,0.0190625,,,,,,,,,,,,
ENSAMXG00000025988,,,,,,,,,,,0.01026534,0.00704555,,,,,,,,,,,,
ENSAMXG00000039748,,,,,,,,,,,0.08143952,0.06712949,,,,,,,,,,,,
ENSAMXG00000029660,,zinc finger protein 771-like [Source:NCBI gene;Acc:1329156],,,,,,,,,0.00171011,0.00254176,,,,,,,,,,,,
ENSAMXG00000033046, ,trace amine-associated receptor 13c-like [Source:NCBI gene;Acc:11119185],,,,,,,,,0.00207782,0.00228608,,,,,,,,,,,,
ENSAMXG00000038928, ,,,,,,,,,,0.00218331,0.00516301,,,,,,,,,,,,
ENSAMXG00000030003,srd5a1,steroid 5 alpha-reductase 1 [Source:NCBI gene;Acc:1338993],,,,,,,,,0.00242995,0.00379857,,,,,,,,,,,,
ENSAMXG00000009702,NPC1L1,NPC1 like intracellular cholesterol transporter 1 [Source:NCBI gene;Acc:134688],,,,,,,,,0.00424694,0.00417823,,,,,,,,,,,,
ENSAMXG00000034625,spp2,secreted phosphoprotein 2 [Source:NCBI gene;Acc:1339793],,,,,,,,,0.00019814,9.16E-05,,,,,,,,,,,,
ENSAMXG00000030094,,,,,,,,,,,0.01303692,0.01676733,,,,,,,,,,,,
ENSAMXG00000040732,,zona pellucida sperm-binding protein 3-like [Source:NCBI gene;Acc:111197584],,,,,,,,,0.00742033,0.00452779,,,,,,,,,,,,
ENSAMXG00000032423,C14orf132,uncharacterized protein C14orf132-like [Source:NCBI gene;Acc:1719777],,,,,,,,,0.00377719,0.00361216,,,,,,,,,,,,
ENSAMXG00000024640, ,,,,,,,,,,0.01045501,0.01041565,,,,,,,,,,,,
ENSAMXG00000036184,sox10,SRY-box transcription factor 1 [Source:ZFIN;Acc:ZDB-GENE-1127-1],,,,,,,,,0,0.00167526,,,,,,,,,,,,
ENSAMXG00000042181, ,,,,,,,,,,0.00214771,0.00822508,,,,,,,,,,,,
ENSAMXG00000024260, ,,,,,,,,,,0.00535553,0.00372387,,,,,,,,,,,,
ENSAMXG00000039074, ,,,,,,,,,,0.00582317,0.00587818,,,,,,,,,,,,
ENSAMXG00000035996,srsf1a,serine and arginine rich splicing factor 1 [Source:NCBI gene;Acc:1329385],,,,,,,,,0.00913642,0.00560019,,,,,,,,,,,,
ENSAMXG00000003509, ,,,,,,,,,,0.00555521,0.00827426,,,,,,,,,,,,
ENSAMXG00000011855,mbnl1,muscleblind-like protein 1 [Source:NCBI gene;Acc:1322898],,,,,,,,,0.00477297,0.00457827,,,,,,,,,,,,
ENSAMXG00000035687,,,,,,,,,,,0.0037455,0.00388231,,,,,,,,,,,,
ENSAMXG00000011283,cyp11c1,"cytochrome P45, family 11, subfamily C, polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-7828-1]",,,,,,,,,0.00075619,0.00040332,,,,,,,,,,,,
ENSAMXG00000037595,,tripartite motif-containing protein 35-like [Source:NCBI gene;Acc:111197641],,,,,,,,,0,0.00361842,,,,,,,,,,,,
ENSAMXG00000040243, ,peptidase inhibitor 16 [Source:NCBI gene;Acc:1329846],,,,,,,,,0.00219497,0.00443038,,,,,,,,,,,,
ENSAMXG00000040920,,cyclin-dependent kinase 4 inhibitor B-like [Source:NCBI gene;Acc:111189396],,,,,,,,,0.01136549,0.0138786,,,,,,,,,,,,
ENSAMXG00000035199,si:rp71-84d9.1,si:rp71-84d9.1 [Source:ZFIN;Acc:ZDB-GENE-131121-579],,,,,,,,,0.00040626,0.00192052,,,,,,,,,,,,
ENSAMXG00000006858,acacb,acetyl-CoA carboxylase beta [Source:ZFIN;Acc:ZDB-GENE-6526-132],,,,,,,,,0.00939097,0.00777544,,,,,,,,,,,,
ENSAMXG00000035876,si:cabz01030277.1,si:cabz13277.1 [Source:ZFIN;Acc:ZDB-GENE-16114-55],,,,,,,,,0.01049053,0.01008979,,,,,,,,,,,,
ENSAMXG00000035393,,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000036745, ,,,,,,,,,,0.01132976,0.00730762,,,,,,,,,,,,
ENSAMXG00000031075,,,,,,,,,,,0.00631538,0.0077666,,,,,,,,,,,,
ENSAMXG00000040099,mybbp1a,MYB binding protein (P16) 1a [Source:NCBI gene;Acc:321277],,,,,,,,,0.00447518,0.0047324,,,,,,,,,,,,
ENSAMXG00000041235,,uncharacterized LOC111191182 [Source:NCBI gene;Acc:111191182],,,,,,,,,0.00052799,0.00055877,,,,,,,,,,,,
ENSAMXG00000014732,,,,,,,,,,,0.00126208,0.0019898,,,,,,,,,,,,
ENSAMXG00000029295, ,,,,,,,,,,0.0025255,0.0022173,,,,,,,,,,,,
ENSAMXG00000039390, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000040817,f2rl1.1,proteinase-activated receptor 2-like [Source:NCBI gene;Acc:1336257],,,,,,,,,0.00530989,0.00402656,,,,,,,,,,,,
ENSAMXG00000010432, ,,,,,,,,,,0.02639552,0.01849285,,,,,,,,,,,,
ENSAMXG00000031412,apoa1b,apolipoprotein A-I-2-like [Source:NCBI gene;Acc:1326173],,,,,,,,,0.01359629,0.0127027,,,,,,,,,,,,
ENSAMXG00000010091, ,,,,,,,,,,0.00239888,0.00400718,,,,,,,,,,,,
ENSAMXG00000039009, ,,,,,,,,,,0.0133149,0.01084395,,,,,,,,,,,,
ENSAMXG00000041970,f2rl1.1,proteinase-activated receptor 2-like [Source:NCBI gene;Acc:1334357],,,,,,,,,0.00829885,0.01029303,,,,,,,,,,,,
ENSAMXG00000038708,,,,,,,,,,,0.01528569,0.01655415,,,,,,,,,,,,
ENSAMXG00000032471,dlx4a,homeobox protein Dlx4a-like [Source:NCBI gene;Acc:111191376],,,,,,,,,0.00238602,0.00171411,,,,,,,,,,,,
ENSAMXG00000025301,oscp1a,"LSM1, U7 small nuclear RNA associated [Source:NCBI gene;Acc:132713]",,,,,,,,,0.00078017,0.00078017,,,,,,,,,,,,
ENSAMXG00000026088,mc3r,melanocortin 3 receptor [Source:ZFIN;Acc:ZDB-GENE-352-3],,,,,,,,,0.00166154,0.00310873,,,,,,,,,,,,
ENSAMXG00000015183,col6a4a,"collagen, type VI, alpha 4a [Source:ZFIN;Acc:ZDB-GENE-41111-33]",,,,,,,,,0.00400687,0.00361655,,,,,,,,,,,,
ENSAMXG00000043898, ,ring finger protein 138 [Source:NCBI gene;Acc:13413],,,,,,,,,0.00256955,0.00361081,,,,,,,,,,,,
ENSAMXG00000033966,HOXD13,homeobox D13 [Source:HGNC Symbol;Acc:HGNC:5136],,,,,,,,,0.00127075,0.00107727,,,,,,,,,,,,
ENSAMXG00000034230,,,,,,,,,,,0.01020835,0.00706522,,,,,,,,,,,,
ENSAMXG00000019934,si:ch1073-475a24.1,si:ch173-475a24.1 [Source:ZFIN;Acc:ZDB-GENE-141216-92],,,,,,,,,0.01143586,0.01294583,,,,,,,,,,,,
ENSAMXG00000038539, ,,,,,,,,,,0.0063182,0.00801777,,,,,,,,,,,,
ENSAMXG00000017461, ,,,,,,,,,,0.0037729,0.00474915,,,,,,,,,,,,
ENSAMXG00000038452, ,,,,,,,,,,0.00502756,0.00468437,,,,,,,,,,,,
ENSAMXG00000003487,MRPL49,mitochondrial ribosomal protein L49 [Source:HGNC Symbol;Acc:HGNC:1176],,,,,,,,,0,0.00019084,,,,,,,,,,,,
ENSAMXG00000019542, ,,,,,,,,,,0.00556235,0.00525127,,,,,,,,,,,,
ENSAMXG00000043442, ,trace amine-associated receptor 13c-like [Source:NCBI gene;Acc:1333136],,,,,,,,,0.00258527,0.00301476,,,,,,,,,,,,
ENSAMXG00000040535, ,,,,,,,,,,0.00468036,0.00498809,,,,,,,,,,,,
ENSAMXG00000041037,dnase1l1l,deoxyribonuclease gamma-like [Source:NCBI gene;Acc:11119462],,,,,,,,,0.0058419,0.00271739,,,,,,,,,,,,
ENSAMXG00000014029, ,cell surface A33 antigen-like [Source:NCBI gene;Acc:134224],,,,,,,,,0.00888987,0.00775119,,,,,,,,,,,,
ENSAMXG00000038142, ,,,,,,,,,,0.00348006,0.00126603,,,,,,,,,,,,
ENSAMXG00000041162, ,,,,,,,,,,0.00432064,0.00410238,,,,,,,,,,,,
ENSAMXG00000002641,,,,,,,,,,,0.00520868,0.00505012,,,,,,,,,,,,
ENSAMXG00000039524,,,,,,,,,,,0.00718291,0.00766035,,,,,,,,,,,,
ENSAMXG00000038531,,,,,,,,,,,0.00683959,0.00693349,,,,,,,,,,,,
ENSAMXG00000036882,,,,,,,,,,,0.00108937,0.00557502,,,,,,,,,,,,
ENSAMXG00000024248,,myelin-associated glycoprotein-like [Source:NCBI gene;Acc:1331575],,,,,,,,,0.01555188,0.01213822,,,,,,,,,,,,
ENSAMXG00000041351,C1orf53,chromosome 5 C1orf53 homolog [Source:NCBI gene;Acc:1339528],,,,,,,,,0,0.00064378,,,,,,,,,,,,
ENSAMXG00000037117,mmp9,matrix metallopeptidase 9 [Source:ZFIN;Acc:ZDB-GENE-4426-2132],,,,,,,,,0.00036479,0,,,,,,,,,,,,
ENSAMXG00000030936,cyb5a,cytochrome b5 [Source:NCBI gene;Acc:1335299],,,,,,,,,0.00043962,0.00234375,,,,,,,,,,,,
ENSAMXG00000033038,EXOG,exo/endonuclease G [Source:NCBI gene;Acc:1339129],,,,,,,,,0.00161286,0.0018575,,,,,,,,,,,,
ENSAMXG00000038152, ,,,,,,,,,,0.00060814,0.00763305,,,,,,,,,,,,
ENSAMXG00000035085,gstt1b,glutathione S-transferase theta-1-like [Source:NCBI gene;Acc:1342111],,,,,,,,,0.00078939,0.00130096,,,,,,,,,,,,
ENSAMXG00000003567,sdcbp2,syntenin-1-like [Source:NCBI gene;Acc:133978],,,,,,,,,0.00239067,0.00482504,,,,,,,,,,,,
ENSAMXG00000019255, ,vascular cell adhesion protein 1-like [Source:NCBI gene;Acc:111194273],,,,,,,,,0.00630276,0.00686288,,,,,,,,,,,,
ENSAMXG00000024247,,PTTG1 interacting protein [Source:NCBI gene;Acc:1331268],,,,,,,,,0.00546167,0.0040139,,,,,,,,,,,,
ENSAMXG00000040212,,,,,,,,,,,0.00374305,0.00818323,,,,,,,,,,,,
ENSAMXG00000044087,elp6,elongator acetyltransferase complex subunit 6 [Source:NCBI gene;Acc:1111978],,,,,,,,,0.00240221,0.00734866,,,,,,,,,,,,
ENSAMXG00000040065,,immunoglobulin heavy variable 9-2 [Source:ZFIN;Acc:ZDB-GENE-4514-31],,,,,,,,,0.00162388,0.00135249,,,,,,,,,,,,
ENSAMXG00000030903, ,,,,,,,,,,0.01087826,0.00708117,,,,,,,,,,,,
ENSAMXG00000002789, ,transcobalamin-2-like [Source:NCBI gene;Acc:17197927],,,,,,,,,0.00368319,0.00271413,,,,,,,,,,,,
ENSAMXG00000044031,si:dkey-83h2.3,transmembrane 4 L6 family member 1-like [Source:NCBI gene;Acc:1331763],,,,,,,,,0.01097313,0.01009908,,,,,,,,,,,,
ENSAMXG00000034736, ,,,,,,,,,,0.00045185,0.00054945,,,,,,,,,,,,
ENSAMXG00000040951, ,,,,,,,,,,0.00198208,0.00223782,,,,,,,,,,,,
ENSAMXG00000017264,il12bb,interleukin-12 subunit beta-like [Source:NCBI gene;Acc:1336896],,,,,,,,,0.00577612,0.00582386,,,,,,,,,,,,
ENSAMXG00000037489,cd63,CD63 molecule [Source:NCBI gene;Acc:1332697],,,,,,,,,0.00198503,0.00192831,,,,,,,,,,,,
ENSAMXG00000025596,cxxc4,CXXC finger protein 4 [Source:NCBI gene;Acc:1322955],,,,,,,,,0.00629119,0.00622742,,,,,,,,,,,,
ENSAMXG00000041712,,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000005406,cry1a,cryptochrome circadian regulator 1a [Source:ZFIN;Acc:ZDB-GENE-1426-2],,,,,,,,,0.00844325,0.00790425,,,,,,,,,,,,
ENSAMXG00000033389,,,,,,,,,,,0.01027425,0.00879618,,,,,,,,,,,,
ENSAMXG00000043678,,,,,,,,,,,0.00567781,0.00574943,,,,,,,,,,,,
ENSAMXG00000034152,,,,,,,,,,,0.01017967,0.01259276,,,,,,,,,,,,
ENSAMXG00000039230,,,,,,,,,,,0.00903277,0.00405404,,,,,,,,,,,,
ENSAMXG00000032224, ,,,,,,,,,,0.0015873,0.0031746,,,,,,,,,,,,
ENSAMXG00000032966,prc1b,protein regulator of cytokinesis 1b [Source:ZFIN;Acc:ZDB-GENE-4426-777],,,,,,,,,0.00279605,0.00251815,,,,,,,,,,,,
ENSAMXG00000029065,si:ch211-153b23.7,si:ch211-153b23.7 [Source:ZFIN;Acc:ZDB-GENE-141216-14],,,,,,,,,0.00328938,0.00063802,,,,,,,,,,,,
ENSAMXG00000019407,,,,,,,,,,,0.06933198,0.07225275,,,,,,,,,,,,
ENSAMXG00000012328,tmem45a,transmembrane protein 45a [Source:ZFIN;Acc:ZDB-GENE-5522-34],,,,,,,,,0.00205994,0.00190802,,,,,,,,,,,,
ENSAMXG00000014661,haus1,HAUS augmin like complex subunit 1 [Source:NCBI gene;Acc:133651],,,,,,,,,0.00023899,0.00143354,,,,,,,,,,,,
ENSAMXG00000039816, ,,,,,,,,,,0.0018035,0.00229247,,,,,,,,,,,,
ENSAMXG00000031546, ,,,,,,,,,,0.0203799,0.01244874,,,,,,,,,,,,
ENSAMXG00000037326, ,,,,,,,,,,0.00511398,0.00318594,,,,,,,,,,,,
ENSAMXG00000043594,wfdc1,WAP four-disulfide core domain 1 [Source:NCBI gene;Acc:1334145],,,,,,,,,0.00268672,0.00266566,,,,,,,,,,,,
ENSAMXG00000043235,,,,,,,,,,,0.00340136,0.00340136,,,,,,,,,,,,
ENSAMXG00000007054, ,RNA binding motif protein X-linked 2 [Source:NCBI gene;Acc:1331183],,,,,,,,,0.00041516,8.71E-05,,,,,,,,,,,,
ENSAMXG00000014796, ,alanine aminotransferase 2-like [Source:NCBI gene;Acc:1347721],,,,,,,,,0.00331805,0.0023643,,,,,,,,,,,,
ENSAMXG00000042568, ,,,,,,,,,,0,0,,,,,,,,,,,,
ENSAMXG00000035515,si:ch211-137i24.10,transmembrane 4 L6 family member 5-like [Source:NCBI gene;Acc:13495],,,,,,,,,0.00441594,0.00507654,,,,,,,,,,,,
ENSAMXG00000040795,si:ch73-233k15.2,uncharacterized LOC11119313 [Source:NCBI gene;Acc:11119313],,,,,,,,,0.00918907,0.00563692,,,,,,,,,,,,
ENSAMXG00000010515, ,,,,,,,,,,0.00361957,0.00316711,,,,,,,,,,,,
ENSAMXG00000032174, ,,,,,,,,,,0.00392723,0.00293498,,,,,,,,,,,,
ENSAMXG00000043441, ,,,,,,,,,,0.00551378,0.0057423,,,,,,,,,,,,
ENSAMXG00000034597, ,,,,,,,,,,0.00517207,0.01044049,,,,,,,,,,,,
ENSAMXG00000043144,,,,,,,,,,,0.00605465,0.00333516,,,,,,,,,,,,
ENSAMXG00000026499,fahd1,fumarylacetoacetate hydrolase domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-5522-448],,,,,,,,,0.00050194,0.00361035,,,,,,,,,,,,
ENSAMXG00000000757,,,,,,,,,,,0.00679898,0.0104673,,,,,,,,,,,,
ENSAMXG00000033067,pnn,"pinin, desmosome associated protein [Source:NCBI gene;Acc:1328628]",,,,,,,,,0.0028418,0.00283504,,,,,,,,,,,,
ENSAMXG00000009308,,,,,,,,,,,0.00988077,0.01220948,,,,,,,,,,,,
ENSAMXG00000029163,,,,,,,,,,,0.0312498,0.03365612,,,,,,,,,,,,
ENSAMXG00000034621,,,,,,,,,,,0.00836745,0.00387668,,,,,,,,,,,,
ENSAMXG00000010565, ,,,,,,,,,,0.00804745,0.00689614,,,,,,,,,,,,
ENSAMXG00000009212,aldh3a1,"aldehyde dehydrogenase 3 family, member A1 [Source:ZFIN;Acc:ZDB-GENE-12823-1]",,,,,,,,,0.00168101,0.00272783,,,,,,,,,,,,
ENSAMXG00000042165, ,,,,,,,,,,0.00731918,0.00717973,,,,,,,,,,,,
ENSAMXG00000033912, ,,,,,,,,,,0.00909876,0.00936776,,,,,,,,,,,,
ENSAMXG00000034135, ,,,,,,,,,,0.00790789,0.01664429,,,,,,,,,,,,
ENSAMXG00000043709, ,,,,,,,,,,0.00364485,0.00356251,,,,,,,,,,,,
ENSAMXG00000008283,asah1b,N-acylsphingosine amidohydrolase 1 [Source:NCBI gene;Acc:1326123],,,,,,,,,0.00349436,0.00767439,,,,,,,,,,,,
ENSAMXG00000040706,,,,,,,,,,,0.01268552,0.01110565,,,,,,,,,,,,
ENSAMXG00000033727,sc:d156,sc:d156 [Source:ZFIN;Acc:ZDB-GENE-833-5],,,,,,,,,0.01476135,0.01741729,,,,,,,,,,,,
ENSAMXG00000036855, ,prostate stem cell antigen-like [Source:NCBI gene;Acc:1111934],,,,,,,,,0.00111865,0.00122868,,,,,,,,,,,,
ENSAMXG00000037074, ,,,,,,,,,,0.00320264,0.00320264,,,,,,,,,,,,
ENSAMXG00000039724,,noggin [Source:HGNC Symbol;Acc:HGNC:7866],,,,,,,,,0.00188274,0.00142949,,,,,,,,,,,,
ENSAMXG00000040039,,,,,,,,,,,0.01171197,0.00818223,,,,,,,,,,,,
ENSAMXG00000000206,CPQ,carboxypeptidase Q [Source:HGNC Symbol;Acc:HGNC:1691],,,,,,,,,0.00351463,0.00166945,,,,,,,,,,,,
ENSAMXG00000040806, ,,,,,,,,,,0,0.00093985,,,,,,,,,,,,
ENSAMXG00000043019,,,,,,,,,,,0.00775376,0.00887277,,,,,,,,,,,,
