"","Gene_stable_ID","Gene_name","Comparison","logFC","PValue","study_specific_gene_details","Condition","Publication"
"560","ENSAMXG00000012819","crata","Molino-Rio Choy",-0.720709684,1.19e-24,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"562","ENSAMXG00000017872","nr2e3","Molino-Rio Choy",3.558625494,1.25e-24,"Arrhythmic","Between morph","Mack_et_al_2020"
"567","ENSAMXG00000010533","trpt1","Molino-Rio Choy",-3.631627825,1.51e-24,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"568","ENSAMXG00000020873","mamdc2","Molino-Rio Choy",1.176559599,1.71e-24,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"569","ENSAMXG00000011619","ndufv1","Molino-Rio Choy",6.138996256,2.03e-24,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"570","ENSAMXG00000006764","npepl1","Molino-Rio Choy",0.759918393,2.06e-24,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"571","ENSAMXG00000002039","VMP1","Molino-Rio Choy",-1.225118442,2.1e-24,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"572","ENSAMXG00000009554","mep1b","Molino-Rio Choy",2.438724182,2.14e-24,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"577","ENSAMXG00000013944","adora2b","Molino-Rio Choy",4.407412828,4.1e-24,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"580","ENSAMXG00000000279","rbp4l","Molino-Rio Choy",2.220470749,5.5e-24,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"582","ENSAMXG00000016160","aimp1b","Molino-Rio Choy",1.653357806,6.45e-24,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"585","ENSAMXG00000005890","sepp1a","Molino-Rio Choy",0.990196534,8.46e-24,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"589","ENSAMXG00000015712","nprl2","Molino-Rio Choy",1.658046717,1e-23,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"592","ENSAMXG00000016048","fscn2b","Molino-Rio Choy",1.450274054,1.14e-23,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"593","ENSAMXG00000017509","g6pd","Molino-Rio Choy",-0.757980475,1.15e-23,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"594","ENSAMXG00000013635","antxr2b","Molino-Rio Choy",0.992446077,1.17e-23,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"596","ENSAMXG00000004364","lim2.1","Molino-Rio Choy",9.610250099,1.22e-23,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"597","ENSAMXG00000005176","si:ch1073-440b2.1","Molino-Rio Choy",1.215214267,1.23e-23,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"602","ENSAMXG00000006570","si:dkeyp-27c8.2 (1 of many)","Molino-Rio Choy",4.683549282,1.63e-23,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"604","ENSAMXG00000010341","rxrgb","Molino-Rio Choy",1.22900681,1.8e-23,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"606","ENSAMXG00000020455","psat1","Molino-Rio Choy",-2.115697578,2.04e-23,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"611","ENSAMXG00000019263","cdc14a","Molino-Rio Choy",3.542074507,3.38e-23,"Arrhythmic","Between morph","Mack_et_al_2020"
"613","ENSAMXG00000006760","plekhb1","Molino-Rio Choy",2.468149327,4.02e-23,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"615","ENSAMXG00000011067","sppl2a","Molino-Rio Choy",23.65321809,4.73e-23,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"618","ENSAMXG00000005717","zgc:162144","Molino-Rio Choy",6.831384121,5.93e-23,"Arrhythmic","Between morph","Mack_et_al_2020"
"619","ENSAMXG00000009675","zgc:152830","Molino-Rio Choy",-0.760525953,6.1e-23,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"620","ENSAMXG00000006660","hnrpkl","Molino-Rio Choy",-0.735048825,6.38e-23,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"622","ENSAMXG00000012750","arhgap12b","Molino-Rio Choy",1.130012568,7.62e-23,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"628","ENSAMXG00000002060","dglucy","Molino-Rio Choy",-0.781861196,1.1e-22,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"629","ENSAMXG00000006434","gdpd5a","Molino-Rio Choy",0.933935322,1.19e-22,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"630","ENSAMXG00000003563","mvda","Molino-Rio Choy",-1.914276952,1.23e-22,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"632","ENSAMXG00000026266","rnf182","Molino-Rio Choy",2.953323273,1.3e-22,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"634","ENSAMXG00000012128","trim35-14","Molino-Rio Choy",1.03644228,1.44e-22,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"636","ENSAMXG00000005142","caprin1b","Molino-Rio Choy",1.410256967,1.57e-22,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"642","ENSAMXG00000005049","si:dkey-239i20.4","Molino-Rio Choy",-2.451838781,2.24e-22,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"647","ENSAMXG00000011116","exosc1","Molino-Rio Choy",-5.833186877,2.64e-22,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"648","ENSAMXG00000005179","tulp1a","Molino-Rio Choy",5.187987866,2.81e-22,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"649","ENSAMXG00000011343","bmp15","Molino-Rio Choy",4.983848534,2.87e-22,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"652","ENSAMXG00000014464","rapgef1b","Molino-Rio Choy",-0.624474457,3.5e-22,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"654","ENSAMXG00000005229","lyrm9","Molino-Rio Choy",-1.370477581,3.76e-22,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"658","ENSAMXG00000005331","zgc:109949","Molino-Rio Choy",1.900156062,4.2e-22,"Arrhythmic","Between morph","Mack_et_al_2020"
"659","ENSAMXG00000026074","dnajc28","Molino-Rio Choy",1.828516955,4.25e-22,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"663","ENSAMXG00000004326","hnf4b","Molino-Rio Choy",1.57861259,6.37e-22,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"667","ENSAMXG00000011114","slc24a2","Molino-Rio Choy",5.170183588,7.51e-22,"Arrhythmic","Between morph","Mack_et_al_2020"
"673","ENSAMXG00000003177","bco2a","Molino-Rio Choy",1.124050435,9.22e-22,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"682","ENSAMXG00000006528","si:ch211-203k16.3","Molino-Rio Choy",7.138858553,1.3e-21,"Arrhythmic","Between morph","Mack_et_al_2020"
"686","ENSAMXG00000008020","nod1","Molino-Rio Choy",-1.869258191,1.56e-21,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"689","ENSAMXG00000001361","itgb3b","Molino-Rio Choy",2.073166571,2.23e-21,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"690","ENSAMXG00000015883","six7","Molino-Rio Choy",2.101345493,2.27e-21,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"691","ENSAMXG00000003711","ces3","Molino-Rio Choy",1.158458369,2.32e-21,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"692","ENSAMXG00000014505","si:dkey-172m14.2 (1 of many)","Molino-Rio Choy",-0.926975097,2.42e-21,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"694","ENSAMXG00000020465","tnfrsf11b","Molino-Rio Choy",-1.584277331,2.56e-21,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"699","ENSAMXG00000021020","aldoab","Molino-Rio Choy",1.074590624,3.2e-21,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"701","ENSAMXG00000006947","prph2l","Molino-Rio Choy",4.435358599,3.43e-21,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"703","ENSAMXG00000020084","cry1b","Molino-Rio Choy",1.92394312,3.52e-21,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"705","ENSAMXG00000001804","hadhaa","Molino-Rio Choy",-1.343461366,3.74e-21,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"706","ENSAMXG00000006942","ppp1ca","Molino-Rio Choy",-0.645241567,4.29e-21,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"707","ENSAMXG00000007602","pnkp","Molino-Rio Choy",-1.117523121,4.3e-21,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"712","ENSAMXG00000012826","si:ch211-254c8.3","Molino-Rio Choy",-3.368770198,5.93e-21,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"719","ENSAMXG00000014183","suox","Molino-Rio Choy",2.200360524,7.75e-21,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"723","ENSAMXG00000011053","DSP (2 of 2)","Molino-Rio Choy",5.178583448,8.89e-21,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"724","ENSAMXG00000008452","gucy2d","Molino-Rio Choy",5.189140451,9.91e-21,"Arrhythmic","Between morph","Mack_et_al_2020"
"725","ENSAMXG00000000741","txlnbb","Molino-Rio Choy",1.273681527,1.1e-20,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"727","ENSAMXG00000001593","st3gal1l3 (3 of 3)","Molino-Rio Choy",-2.255212038,1.32e-20,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"729","ENSAMXG00000002866","pmelb","Molino-Rio Choy",1.623508737,1.42e-20,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"731","ENSAMXG00000013500","otop2","Molino-Rio Choy",1.265264235,1.58e-20,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"738","ENSAMXG00000013142","dyrk4","Molino-Rio Choy",1.713040371,2.23e-20,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"740","ENSAMXG00000005012","mpp4l","Molino-Rio Choy",3.511469128,2.26e-20,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"741","ENSAMXG00000005194","si:ch211-156l18.7","Molino-Rio Choy",1.141997462,2.35e-20,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"744","ENSAMXG00000009096","fam212b (2 of 2)","Molino-Rio Choy",1.237015176,2.62e-20,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"747","ENSAMXG00000014959","bag2","Molino-Rio Choy",1.0826004,2.98e-20,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"752","ENSAMXG00000003086","itga6l","Molino-Rio Choy",1.553359368,3.68e-20,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"756","ENSAMXG00000007398","arrdc4","Molino-Rio Choy",1.260773942,5.06e-20,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"757","ENSAMXG00000020425","aspscr1","Molino-Rio Choy",1.031646196,5.3e-20,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"758","ENSAMXG00000010630","rgs9a","Molino-Rio Choy",5.627787191,5.33e-20,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"759","ENSAMXG00000017225","asf1ba","Molino-Rio Choy",-0.811205444,5.9e-20,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"764","ENSAMXG00000006591","moxd1l","Molino-Rio Choy",-1.072410414,6.84e-20,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"769","ENSAMXG00000016298","KDELR2 (2 of 2)","Molino-Rio Choy",-1.065256144,8.77e-20,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"775","ENSAMXG00000025199","MYADM","Molino-Rio Choy",-0.880294966,1.11e-19,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"778","ENSAMXG00000017914","hal","Molino-Rio Choy",1.028601232,1.29e-19,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"780","ENSAMXG00000026459","THBD","Molino-Rio Choy",-1.160681653,1.36e-19,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"781","ENSAMXG00000003272","pitpnbl","Molino-Rio Choy",-0.650762158,1.39e-19,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"788","ENSAMXG00000014478","ybx1","Molino-Rio Choy",0.603682016,1.74e-19,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"790","ENSAMXG00000006356","samd7","Molino-Rio Choy",3.742592637,1.78e-19,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"792","ENSAMXG00000020352","plekhg7","Molino-Rio Choy",0.905727615,1.85e-19,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"795","ENSAMXG00000002154","mbip","Molino-Rio Choy",0.750658648,1.97e-19,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"804","ENSAMXG00000000032","gucy2f","Molino-Rio Choy",5.574135865,3.13e-19,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"805","ENSAMXG00000012843","cnot11","Molino-Rio Choy",-1.012765855,3.17e-19,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"813","ENSAMXG00000018786","ctsk","Molino-Rio Choy",-1.050084556,4.03e-19,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"814","ENSAMXG00000001906","uroc1","Molino-Rio Choy",1.161805828,4.06e-19,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"815","ENSAMXG00000025852","fzd9b","Molino-Rio Choy",0.58243819,4.61e-19,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"818","ENSAMXG00000024623","si:ch211-271d10.2","Molino-Rio Choy",1.290802031,5.33e-19,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"819","ENSAMXG00000016019","dmgdh","Molino-Rio Choy",0.850736598,5.37e-19,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"821","ENSAMXG00000018913","CYP2W1 (1 of 3)","Molino-Rio Choy",1.593773205,5.57e-19,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"828","ENSAMXG00000014905","chsy3","Molino-Rio Choy",-0.618747837,6.7e-19,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"829","ENSAMXG00000020736","si:dkey-57a22.13","Molino-Rio Choy",6.610868871,6.81e-19,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"834","ENSAMXG00000014482","slc2a10","Molino-Rio Choy",-1.159981622,7.19e-19,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"839","ENSAMXG00000004944","pxk","Molino-Rio Choy",1.002111161,9.66e-19,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"843","ENSAMXG00000019562","kcnj8","Molino-Rio Choy",-0.869828677,1.09e-18,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"844","ENSAMXG00000005548","arpc5a","Molino-Rio Choy",-1.058287584,1.15e-18,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"845","ENSAMXG00000004663","neu4","Molino-Rio Choy",5.421446073,1.16e-18,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"847","ENSAMXG00000007073","slc25a14","Molino-Rio Choy",-0.707154302,1.26e-18,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"850","ENSAMXG00000002376","fbxl6","Molino-Rio Choy",1.08971739,1.43e-18,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"851","ENSAMXG00000025272","dctpp1","Molino-Rio Choy",-1.310430473,1.47e-18,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"854","ENSAMXG00000003364","si:ch73-233k15.2","Molino-Rio Choy",1.571437742,1.54e-18,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"858","ENSAMXG00000017074","tap1","Molino-Rio Choy",-1.007766436,2.02e-18,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"860","ENSAMXG00000016057","ebp","Molino-Rio Choy",-2.187759435,2.15e-18,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"862","ENSAMXG00000015192","parp3","Molino-Rio Choy",-1.327389161,2.22e-18,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"865","ENSAMXG00000018082","mss51","Molino-Rio Choy",-3.663652674,2.42e-18,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"867","ENSAMXG00000020619","yrk","Molino-Rio Choy",-0.508353167,2.5e-18,"Arrhythmic","Between morph","Mack_et_al_2020"
"868","ENSAMXG00000005395","CYP2J2 (1 of many)","Molino-Rio Choy",1.578785985,2.62e-18,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"869","ENSAMXG00000020058","sept4a","Molino-Rio Choy",3.319927357,2.63e-18,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"871","ENSAMXG00000020517","zgc:153441","Molino-Rio Choy",1.902025157,2.68e-18,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"872","ENSAMXG00000017383","uox","Molino-Rio Choy",1.16571504,2.82e-18,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"873","ENSAMXG00000020918","kcnv2a","Molino-Rio Choy",3.754666043,3.13e-18,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"874","ENSAMXG00000002069","gja8a","Molino-Rio Choy",5.054011877,3.21e-18,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"877","ENSAMXG00000025641","exoc8","Molino-Rio Choy",0.592406365,3.43e-18,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"878","ENSAMXG00000010920","cpb1","Molino-Rio Choy",1.281273546,3.49e-18,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"883","ENSAMXG00000003817","NRIP3","Molino-Rio Choy",0.829493373,4.36e-18,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"886","ENSAMXG00000003520","c3orf70","Molino-Rio Choy",1.513572648,5.35e-18,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"888","ENSAMXG00000009195","slc25a26","Molino-Rio Choy",-1.028683454,5.83e-18,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"890","ENSAMXG00000002149","acat2","Molino-Rio Choy",-1.245602461,6.2e-18,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"893","ENSAMXG00000006190","crybgx","Molino-Rio Choy",23.93300191,6.37e-18,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"895","ENSAMXG00000003506","dpagt1","Molino-Rio Choy",-0.789234916,6.74e-18,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"899","ENSAMXG00000008747","slc16a8","Molino-Rio Choy",3.467014427,8.02e-18,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"907","ENSAMXG00000010915","cdt1","Molino-Rio Choy",-0.909080644,9.15e-18,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"909","ENSAMXG00000025759","foxg1b","Molino-Rio Choy",1.33337813,9.7e-18,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"912","ENSAMXG00000009683","rnf25","Molino-Rio Choy",0.859606388,1.08e-17,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"913","ENSAMXG00000005802","anapc5","Molino-Rio Choy",-1.140829611,1.08e-17,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"914","ENSAMXG00000007768","casp10","Molino-Rio Choy",-0.927733103,1.14e-17,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"916","ENSAMXG00000017997","btbd2a","Molino-Rio Choy",1.215076628,1.18e-17,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"921","ENSAMXG00000020563","pcna","Molino-Rio Choy",-1.053942441,1.31e-17,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"922","ENSAMXG00000008624","rsl1d1","Molino-Rio Choy",0.797013068,1.31e-17,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"923","ENSAMXG00000001728","best4","Molino-Rio Choy",2.569030882,1.32e-17,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"925","ENSAMXG00000016729","ncald","Molino-Rio Choy",2.608443489,1.4e-17,"Arrhythmic","Between morph","Mack_et_al_2020"
"928","ENSAMXG00000019247","trim101","Molino-Rio Choy",-1.162426933,1.51e-17,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"930","ENSAMXG00000000766","slc25a4","Molino-Rio Choy",0.897878179,1.62e-17,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"932","ENSAMXG00000006127","elovl2","Molino-Rio Choy",-1.671796391,1.98e-17,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"933","ENSAMXG00000017852","ano5a","Molino-Rio Choy",0.905894503,2.06e-17,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"934","ENSAMXG00000026329","ccr6b","Molino-Rio Choy",-1.678457466,2.12e-17,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"939","ENSAMXG00000003958","si:ch211-193l2.10","Molino-Rio Choy",-1.05896186,2.41e-17,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"940","ENSAMXG00000001853","gtpbp10","Molino-Rio Choy",0.923137644,2.6e-17,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"941","ENSAMXG00000011730","MALSU1","Molino-Rio Choy",-1.451309227,2.72e-17,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"946","ENSAMXG00000013789","trim55b","Molino-Rio Choy",1.624416043,3.08e-17,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"949","ENSAMXG00000007194","tkta","Molino-Rio Choy",3.149736138,3.15e-17,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"950","ENSAMXG00000011581","folr","Molino-Rio Choy",0.727066066,3.37e-17,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"951","ENSAMXG00000000061","gdpd5b","Molino-Rio Choy",-0.737933665,3.54e-17,"Arrhythmic","Between morph","Mack_et_al_2020"
"954","ENSAMXG00000010535","ctsf","Molino-Rio Choy",0.749849916,3.68e-17,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"957","ENSAMXG00000005483","ptpn3","Molino-Rio Choy",0.953974284,4.08e-17,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"960","ENSAMXG00000018307","si:dkey-28e7.3","Molino-Rio Choy",1.152424246,5.03e-17,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"962","ENSAMXG00000015203","slc20a2","Molino-Rio Choy",0.993679539,5.14e-17,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"964","ENSAMXG00000016150","ywhaba","Molino-Rio Choy",0.599402929,5.52e-17,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"966","ENSAMXG00000012006","cdc25b","Molino-Rio Choy",0.705734574,6.3e-17,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"967","ENSAMXG00000025615","slc18a3a","Molino-Rio Choy",0.770541585,6.31e-17,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"968","ENSAMXG00000006347","TOP1","Molino-Rio Choy",-1.688497973,6.47e-17,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"969","ENSAMXG00000008870","mogat2","Molino-Rio Choy",1.19076219,6.54e-17,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"972","ENSAMXG00000006872","clns1a (1 of 2)","Molino-Rio Choy",-1.041106785,6.96e-17,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"975","ENSAMXG00000002493","clcn7","Molino-Rio Choy",-0.89280766,8.38e-17,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"976","ENSAMXG00000006603","galnt11","Molino-Rio Choy",-0.836675424,9.19e-17,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"978","ENSAMXG00000011856","efr3ba","Molino-Rio Choy",1.214536087,9.64e-17,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"979","ENSAMXG00000001684","arr3a","Molino-Rio Choy",4.419383119,9.74e-17,"Arrhythmic","Between morph","Mack_et_al_2020"
"982","ENSAMXG00000014960","rab23","Molino-Rio Choy",0.945456096,1.04e-16,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"983","ENSAMXG00000000055","vim","Molino-Rio Choy",0.923397596,1.05e-16,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"984","ENSAMXG00000011285","orc1","Molino-Rio Choy",-1.558757733,1.07e-16,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
"985","ENSAMXG00000025388","ugt5a1","Molino-Rio Choy",-0.988120771,1.1e-16,"Arrhythmic","Between morph","Mack_et_al_2020"
"989","ENSAMXG00000018802","mpp5b","Molino-Rio Choy",4.845844209,1.21e-16,"Rhythmic_Molino","Between morph","Mack_et_al_2020"
